ILOC_CODE_2016,M_Ind_15_19_PD_GD_GCL,M_Ind_15_19_BDL,M_Ind_15_19_ADip_DipL,M_Ind_15_19_Ct_III_IV,M_Ind_15_19_Ct_I_II,M_Ind_15_19_CL_nfd,M_Ind_15_19_LoE_NS,M_Ind_15_19_Tot,M_Ind_20_24_PD_GD_GCL,M_Ind_20_24_BDL,M_Ind_20_24_ADip_DipL,M_Ind_20_24_Ct_III_IV,M_Ind_20_24_Ct_I_II,M_Ind_20_24_CL_nfd,M_Ind_20_24_LoE_NS,M_Ind_20_24_Tot,M_Ind_25_34_PD_GD_GCL,M_Ind_25_34_BDL,M_Ind_25_34_ADip_DipL,M_Ind_25_34_Ct_III_IV,M_Ind_25_34_Ct_I_II,M_Ind_25_34_CL_nfd,M_Ind_25_34_LoE_NS,M_Ind_25_34_Tot,M_Ind_35_44_PD_GD_GCL,M_Ind_35_44_BDL,M_Ind_35_44_ADip_DipL,M_Ind_35_44_Ct_III_IV,M_Ind_35_44_Ct_I_II,M_Ind_35_44_CL_nfd,M_Ind_35_44_LoE_NS,M_Ind_35_44_Tot,M_Ind_45_54_PD_GD_GCL,M_Ind_45_54_BDL,M_Ind_45_54_ADip_DipL,M_Ind_45_54_Ct_III_IV,M_Ind_45_54_Ct_I_II,M_Ind_45_54_CL_nfd,M_Ind_45_54_LoE_NS,M_Ind_45_54_Tot,M_Ind_55_64_PD_GD_GCL,M_Ind_55_64_BDL,M_Ind_55_64_ADip_DipL,M_Ind_55_64_Ct_III_IV,M_Ind_55_64_Ct_I_II,M_Ind_55_64_CL_nfd,M_Ind_55_64_LoE_NS,M_Ind_55_64_Tot,M_Ind_65ov_PtgdDe_GdDp_GdCt,M_Ind_65ov_BDL,M_Ind_65ov_ADip_DipL,M_Ind_65ov_Ct_III_IV,M_Ind_65ov_Ct_I_II,M_Ind_65ov_CL_nfd,M_Ind_65ov_LoE_NS,M_Ind_65ov_Tot,M_Ind_Tot_PD_GD_GCL,M_Ind_Tot_BDL,M_Ind_Tot_ADip_DipL,M_Ind_Tot_Ct_III_IV,M_Ind_Tot_Ct_I_II,M_Ind_tot_CL_nfd,M_Ind_Tot_LoE_NS,M_Ind_Tot_Tot,M_NonI_15_19_PD_GD_GCL,M_NonI_15_19_BDL,M_NonI_15_19_ADip_DipL,M_NonI_15_19_Ct_III_IV,M_NonI_15_19_Ct_I_II,M_NonI_15_19_CL_nfd,M_NonI_15_19_LoE_NS,M_NonI_15_19_Tot,M_NonI_20_24_PD_GD_GCL,M_NonI_20_24_BDL,M_NonI_20_24_ADip_DipL,M_NonI_20_24_Ct_III_IV,M_NonI_20_24_Ct_I_II,M_NonI_20_24_CL_nfd,M_NonI_20_24_LoE_NS,M_NonI_20_24_Tot,M_NonI_25_34_PD_GD_GCL,M_NonI_25_34_BDL,M_NonI_25_34_ADip_DipL,M_NonI_25_34_Ct_III_IV,M_NonI_25_34_Ct_I_II,M_NonI_25_34_CL_nfd,M_NonI_25_34_LoE_NS,M_NonI_25_34_Tot,M_NonI_35_44_PD_GD_GCL,M_NonI_35_44_BDL,M_NonI_35_44_ADip_DipL,M_NonI_35_44_Ct_III_IV,M_NonI_35_44_Ct_I_II,M_NonI_35_44_CL_nfd,M_NonI_35_44_LoE_NS,M_NonI_35_44_Tot,M_NonI_45_54_PD_GD_GCL,M_NonI_45_54_BDL,M_NonI_45_54_ADip_DipL,M_NonI_45_54_Ct_III_IV,M_NonI_45_54_Ct_I_II,M_NonI_45_54_CL_nfd,M_NonI_45_54_LoE_NS,M_NonI_45_54_Tot,M_NonI_55_64_PD_GD_GCL,M_NonI_55_64_BDL,M_NonI_55_64_ADip_DipL,M_NonI_55_64_Ct_III_IV,M_NonI_55_64_Ct_I_II,M_NonI_55_64_CL_nfd,M_NonI_55_64_LoE_NS,M_NonI_55_64_Tot,M_NonI_65ov_PtgdDe_GdDp_GdCt,M_NonI_65ov_BDL,M_NonI_65ov_ADip_DipL,M_NonI_65ov_Ct_III_IV,M_NonI_65ov_Ct_I_II,M_NonI_65ov_CL_nfd,M_NonI_65ov_LoE_NS,M_NonI_65ov_Tot,M_NonI_TotPdDe_GdDp_GdCt,M_NonI_Tot_BDL,M_NonI_Tot_ADip_DipL,M_NonI_Tot_Ct_III_IV,M_NonI_Tot_Ct_I_II,M_NonI_Tot_CL_nfd,M_NonI_Tot_LoE_NS,M_NonI_Tot_Tot,M_IS_NS_15_19_PD_GD_GCLL,M_IS_NS_15_19_BDL,M_IS_NS_15_19_ADip_DipL,M_IS_NS_15_19_Ct_III_IV_L,M_IS_NS_15_19_Ct_I_II,M_IS_NS_15_19_CL_nfd,M_IS_NS_15_19_LoE_NS,M_IS_NS_15_19_Tot,M_IS_NS_20_24_PD_GD_GCLL,M_IS_NS_20_24_BDL,M_IS_NS_20_24_AdDip_and_DipL,M_IS_NS_20_24_Ct_III_IV_L,M_IS_NS_20_24_Ct_I_II,M_IS_NS_20_24_CL_nfd,M_IS_NS_20_24_LoE_NS,M_IS_NS_20_24_Tot,M_IS_NS_25_34_PD_GD_GCLL,M_IS_NS_25_34_BDL,M_IS_NS_25_34_AdDip_and_DipL,M_IS_NS_25_34_Ct_III_IV_L,M_IS_NS_25_34_Ct_I_II_L,M_IS_NS_25_34_CL_nfd,M_IS_NS_25_34_LoE_NS,M_IS_NS_25_34_Tot,M_IS_NS_35_44_PD_GD_GCLL,M_IS_NS_35_44_BDL,M_IS_NS_35_44_ADip_DipL,M_IS_NS_35_44_Ct_III_IV_L,M_IS_NS_35_44_Ct_I_II_L,M_IS_NS_35_44_CL_nfd,M_IS_NS_35_44_LoE_NS,M_IS_NS_35_44_Tot,M_IS_NS_45_54_PdDe_GdDp_GdC,M_IS_NS_45_54_BDL,M_IS_NS_45_54_ADip_DipL,M_IS_NS_45_54_Ct_III_IV_L,M_IS_NS_45_54_Ct_I_II_L,M_IS_NS_45_54_CL_nfd,M_IS_NS_45_54_LoE_NS,M_IS_NS_45_54_Tot,M_IS_NS_55_64_PD_GD_GCL,M_IS_NS_55_64_BDL,M_IS_NS_55_64_ADip_DipL,M_IS_NS_55_64_Ct_III_IV_L,M_IS_NS_55_64_Ct_I_II_L,M_IS_NS_55_64_CL_nfd,M_IS_NS_55_64_LoE_NS,M_IS_NS_55_64_Tot,M_IS_NS_65ov_PD_GD_GCL,M_IS_NS_65ov_BDL,M_IS_NS_65ov_ADip_DipL,M_IS_NS_65ov_Ct_III_IV_L,M_IS_NS_65ov_Ct_I_II,M_IS_NS_65ov_CL_nfd,M_IS_NS_65ov_LoE_NS,M_IS_NS_65ov_Tot,M_IS_NS_TotPdDe_GdDp_GdCt,M_IS_NS_Tot_BDL,M_IS_NS_Tot_ADip_DipL,M_IS_NS_Tot_Ct_III_IV_L,M_IS_NS_Tot_Ct_I_II,M_IS_NS_Tot_CL_nfd,M_IS_NS_Tot_LoE_NS,M_IS_NS_Tot_Tot,M_T_15_19_PD_GD_GCL,M_T_15_19_BDL,M_T_15_19_ADip_DipL,M_T_15_19_Ct_III_IV,M_T_15_19_Ct_I_II,M_T_15_19_CL_nfd,M_T_15_19_LoE_NS,M_T_15_19_Tot
ILOC50600106,0,0,0,0,0,0,0,3,0,0,0,5,6,0,3,11,0,0,3,21,0,0,3,29,0,0,0,8,0,0,4,15,0,0,0,7,0,0,3,10,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,49,9,0,11,70,0,0,0,4,0,0,7,12,0,7,3,38,0,0,4,52,7,48,19,208,3,5,16,303,23,34,34,180,3,4,12,283,3,13,19,109,0,14,8,169,4,12,19,63,0,0,8,105,0,4,7,8,0,0,3,21,40,118,92,609,11,21,53,950,0,0,0,0,0,0,14,14,0,0,0,0,0,0,35,35,0,0,0,0,0,0,120,124,0,0,0,3,0,0,97,97,0,0,0,4,0,0,69,70,0,0,3,0,0,0,43,42,0,0,0,0,0,0,3,3,0,0,5,8,0,0,369,386,0,0,0,5,0,0,20,26
ILOC50600107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,7,0,0,0,8,0,0,0,3,0,0,0,8,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,23,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
ILOC50600108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
ILOC50600109,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
ILOC50600110,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ILOC50600201,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,10,0,0,3,40,3,0,3,48,0,0,0,21,0,0,5,33,0,0,0,9,0,5,3,21,0,0,0,10,0,0,3,17,0,0,0,0,0,0,3,3,3,3,5,77,6,11,23,133,0,0,0,6,0,0,4,14,0,19,6,102,3,3,5,136,45,210,111,875,28,14,35,1315,65,173,134,739,17,28,34,1195,35,120,141,637,5,26,37,1004,15,49,71,302,8,22,31,501,3,7,12,87,0,7,25,141,164,576,478,2744,71,100,170,4304,0,0,0,0,0,0,11,13,0,0,0,0,0,0,62,64,0,3,0,16,0,0,457,477,0,3,0,3,0,0,437,448,0,0,0,5,0,0,331,340,0,0,0,4,0,0,171,175,0,0,0,0,0,0,29,31,0,3,8,28,0,0,1500,1542,0,0,0,6,0,0,18,29
ILOC50600202,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,8,0,0,0,0,0,0,0,0,0,3,3,7,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,4,4,26,0,0,0,40,0,6,7,38,0,4,0,50,0,3,5,22,0,0,3,28,0,3,0,26,0,0,6,36,0,0,0,9,0,0,3,17,3,18,13,121,0,3,15,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,5,5,0,0,0,3,0,0,16,13,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,3,0,0,0,4,0,0,42,48,0,0,0,0,0,0,6,6
ILOC50600203,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,21,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,11,0,13,10,48,0,0,0,74,6,11,16,59,0,0,3,94,3,0,6,42,0,0,3,60,0,3,0,21,0,0,4,29,0,0,0,3,0,0,0,3,5,31,33,180,0,4,15,266,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,30,30,0,0,0,0,0,0,18,18,0,0,0,0,0,0,20,20,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,86,83,0,0,0,0,0,0,4,5
ILOC50600204,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,14,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,5,31,0,0,0,3,0,0,0,8,0,3,3,21,0,0,3,28,10,19,5,136,0,3,3,174,11,19,16,118,0,3,3,171,0,8,10,67,0,4,4,95,7,8,11,44,0,0,3,71,0,3,0,3,0,0,0,11,21,61,39,396,0,12,23,558,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,0,0,0,0,0,0,26,32,0,0,0,0,0,0,19,19,0,0,0,0,0,0,8,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,105,108,0,0,0,7,3,0,3,14
ILOC50600301,0,0,0,3,0,0,12,14,0,0,0,15,6,3,6,28,0,0,0,38,6,4,15,63,0,0,3,35,0,4,9,54,0,0,0,8,0,0,6,19,0,0,0,4,0,0,0,12,0,0,3,0,0,0,0,5,0,9,7,104,11,12,47,189,0,0,0,16,6,3,37,65,5,30,12,131,10,5,8,198,58,175,104,637,22,22,39,1052,64,165,127,557,11,32,57,1016,30,90,95,359,4,22,42,655,19,43,57,231,0,14,20,384,3,15,15,64,0,0,17,112,177,516,412,1999,61,101,224,3486,0,0,0,0,0,0,35,35,0,0,0,0,0,0,61,64,0,0,0,6,0,0,224,234,0,0,0,8,0,0,198,205,0,0,0,0,0,0,149,154,0,0,0,3,0,0,80,82,0,0,0,0,0,0,22,22,0,5,3,19,0,0,767,795,0,0,0,22,6,3,85,113
ILOC50600401,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,10,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3
ILOC50600402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,4,0,0,0,4,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,3,3,13,0,0,0,20,4,3,4,12,0,4,0,26,0,0,3,11,0,0,0,18,0,0,0,11,0,0,5,15,0,0,0,0,0,0,0,4,4,8,8,59,3,5,9,97,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,7,0,0,0,0,0,0,30,30,0,0,0,0,0,0,22,24,0,0,0,0,0,0,9,9,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,75,75,0,0,0,0,0,0,4,4
ILOC50600403,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,10,0,0,0,10,3,3,0,3,0,0,4,16,0,0,0,4,0,0,4,10,0,0,3,3,0,0,4,9,0,0,0,0,0,0,3,3,4,5,5,25,0,0,12,50,0,0,0,3,0,0,6,11,0,3,0,27,0,0,3,42,20,62,29,214,3,6,4,339,31,54,63,160,3,13,13,339,16,31,36,128,0,3,8,234,7,7,24,80,0,9,16,143,3,4,8,19,0,0,6,40,77,162,163,639,14,30,51,1139,0,0,0,0,0,0,6,6,0,0,0,0,0,0,19,17,0,0,0,0,0,0,69,66,0,0,0,0,0,0,54,54,0,0,0,3,0,0,58,63,0,0,0,0,0,0,41,41,0,0,0,0,0,0,13,13,0,0,0,3,0,0,255,264,0,0,0,3,0,0,15,21
ILOC50600404,0,0,0,3,0,0,11,14,0,0,0,10,3,0,9,24,0,0,4,50,7,5,11,77,0,0,0,29,0,0,6,43,0,0,3,29,3,0,12,47,0,0,0,13,0,0,14,27,0,0,0,0,0,0,4,5,3,3,10,129,13,13,67,234,0,0,0,10,0,0,6,23,0,7,3,68,3,0,3,85,21,58,46,412,9,11,20,586,16,56,57,271,3,9,18,428,13,21,33,230,6,7,22,332,4,15,27,126,0,3,24,198,0,3,3,37,0,0,12,58,53,164,173,1154,25,34,103,1708,0,0,0,0,0,0,26,26,0,0,0,0,0,0,34,34,0,0,0,3,0,0,152,156,0,0,0,3,0,0,124,127,0,0,0,6,0,0,117,122,0,0,0,0,0,0,64,68,0,0,0,0,0,0,29,29,0,0,0,11,0,0,557,564,0,0,0,15,3,0,42,64
ILOC50600405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600501,0,0,0,0,0,0,6,6,0,0,0,0,0,0,30,31,0,0,0,3,0,0,59,60,0,0,0,5,0,0,37,44,0,0,0,8,0,0,18,20,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,146,165,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,18,0,0,7,45,0,0,9,70,0,8,4,47,0,0,8,72,0,0,3,28,0,3,10,41,0,0,0,18,0,0,3,22,0,0,0,4,0,0,0,4,0,8,20,154,0,3,36,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16,23,0,0,0,0,0,0,9,9
ILOC50600502,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0,6,0,0,5,14,0,0,0,23,0,0,0,26,24,47,24,150,3,3,7,249,13,38,23,104,0,3,13,199,13,25,31,108,0,3,3,185,5,5,7,47,0,3,3,72,0,3,4,10,0,0,5,20,53,123,91,449,11,16,34,773,0,0,0,0,0,0,3,3,0,0,0,0,0,0,15,15,0,0,0,0,0,0,111,113,0,0,0,0,0,0,77,76,0,0,0,3,0,0,67,63,0,0,0,0,0,0,26,26,0,0,0,0,0,0,6,6,0,0,0,0,0,0,297,305,0,0,0,6,0,0,10,10
ILOC50600503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
ILOC50600504,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,26,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,8,0,0,0,3,0,0,3,5,0,0,0,4,0,0,3,5,0,0,0,4,0,0,3,10,0,5,5,13,0,3,7,32,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,8,8
ILOC50600505,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,11,0,0,0,7,0,0,0,8,0,0,0,7,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,9,34,0,0,0,0,0,0,5,6,0,0,0,20,0,0,0,23,0,5,6,46,0,0,8,67,0,8,10,64,0,0,6,88,6,4,11,47,0,0,3,68,0,3,0,35,0,0,3,48,0,0,0,3,0,0,0,3,7,20,29,219,5,3,23,306,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,67,63,0,0,0,0,0,0,36,36,0,0,0,0,0,0,44,45,0,0,0,0,0,0,22,22,0,0,0,0,0,0,7,7,0,0,0,3,0,0,190,192,0,0,0,0,3,0,8,16
ILOC50700101,0,0,0,0,3,0,3,8,0,0,0,12,3,0,0,19,0,0,0,8,0,0,0,11,0,0,4,11,0,0,0,13,0,0,0,9,0,0,4,16,0,0,0,4,0,0,0,3,0,0,0,4,0,0,3,5,0,0,6,42,9,4,14,77,0,0,3,41,23,7,20,96,0,21,14,144,21,8,11,212,21,79,57,279,15,14,29,488,44,83,63,241,8,25,25,490,41,112,87,257,12,9,26,549,47,97,107,239,5,24,36,550,56,102,109,333,5,41,190,833,200,492,442,1537,92,119,336,3217,0,0,0,0,0,0,30,30,0,0,0,0,0,0,16,16,0,0,0,4,0,0,54,60,0,0,0,0,0,0,46,48,0,0,3,0,0,0,50,57,0,0,0,0,0,0,77,78,0,3,0,4,0,3,130,141,0,4,3,14,0,3,402,431,0,0,3,41,29,7,47,128
ILOC50700102,0,0,0,0,3,0,9,9,0,0,0,7,3,0,45,47,0,0,0,10,0,0,81,91,0,0,5,10,0,0,43,56,0,0,0,12,0,0,17,33,0,0,3,5,0,0,7,10,0,0,3,0,0,0,0,3,0,3,8,36,4,0,197,257,0,0,0,46,24,0,40,121,0,11,17,160,16,9,40,245,9,48,48,421,20,13,106,677,38,120,86,380,7,17,110,756,37,109,120,427,14,22,82,811,58,125,154,405,12,19,53,834,55,114,109,405,9,37,135,855,199,517,544,2247,104,116,571,4293,0,0,0,0,0,0,30,33,0,0,0,3,0,0,17,20,0,0,0,3,0,0,48,56,0,0,0,0,0,0,53,57,0,0,3,3,0,0,65,71,0,0,3,3,0,0,91,101,0,0,0,0,0,0,93,98,0,3,10,20,0,0,398,432,0,0,3,51,29,0,78,159
ILOC50700201,0,0,0,0,0,0,7,9,0,0,0,5,0,0,4,5,0,0,0,3,0,0,3,12,0,0,0,3,0,0,0,5,0,0,0,6,0,0,3,11,0,0,3,7,0,0,5,10,0,0,0,5,0,0,4,10,0,0,4,26,0,4,22,59,0,0,3,35,17,6,21,88,0,9,6,115,16,5,70,214,10,78,30,299,13,10,228,666,17,65,50,285,7,17,155,601,16,75,74,371,13,19,119,680,32,59,98,421,8,25,68,710,37,70,123,417,6,33,137,828,107,357,392,1941,74,125,794,3790,0,0,0,0,0,0,35,34,0,0,0,0,0,0,32,32,0,0,0,0,0,0,89,88,0,0,0,3,0,0,105,112,0,0,3,0,0,0,123,127,0,0,0,9,0,0,133,143,0,0,0,8,0,0,156,164,0,0,3,20,0,0,669,691,0,0,3,37,23,6,55,128
ILOC50700202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,0,0,0,10,0,0,0,15,0,3,0,15,0,3,3,13,0,0,3,24,0,5,7,16,0,0,8,42,0,0,4,29,0,4,19,61,3,18,21,81,3,7,32,163,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,34,38,0,0,0,0,0,0,3,5
ILOC50700203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,13,0,0,0,3,0,0,5,9,0,0,0,5,0,0,0,6,0,5,0,15,3,0,3,33,0,0,3,10,0,0,0,17,0,7,4,29,0,0,3,44,3,3,8,12,0,0,9,30,0,0,5,19,0,7,8,32,3,15,24,104,3,4,29,181,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,20,0,0,0,0,0,0,52,51,0,0,0,3,0,0,4,13
