ILOC_CODE_2016,M_Ind_15_19_PD_GD_GCL,M_Ind_15_19_BDL,M_Ind_15_19_ADip_DipL,M_Ind_15_19_Ct_III_IV,M_Ind_15_19_Ct_I_II,M_Ind_15_19_CL_nfd,M_Ind_15_19_LoE_NS,M_Ind_15_19_Tot,M_Ind_20_24_PD_GD_GCL,M_Ind_20_24_BDL,M_Ind_20_24_ADip_DipL,M_Ind_20_24_Ct_III_IV,M_Ind_20_24_Ct_I_II,M_Ind_20_24_CL_nfd,M_Ind_20_24_LoE_NS,M_Ind_20_24_Tot,M_Ind_25_34_PD_GD_GCL,M_Ind_25_34_BDL,M_Ind_25_34_ADip_DipL,M_Ind_25_34_Ct_III_IV,M_Ind_25_34_Ct_I_II,M_Ind_25_34_CL_nfd,M_Ind_25_34_LoE_NS,M_Ind_25_34_Tot,M_Ind_35_44_PD_GD_GCL,M_Ind_35_44_BDL,M_Ind_35_44_ADip_DipL,M_Ind_35_44_Ct_III_IV,M_Ind_35_44_Ct_I_II,M_Ind_35_44_CL_nfd,M_Ind_35_44_LoE_NS,M_Ind_35_44_Tot,M_Ind_45_54_PD_GD_GCL,M_Ind_45_54_BDL,M_Ind_45_54_ADip_DipL,M_Ind_45_54_Ct_III_IV,M_Ind_45_54_Ct_I_II,M_Ind_45_54_CL_nfd,M_Ind_45_54_LoE_NS,M_Ind_45_54_Tot,M_Ind_55_64_PD_GD_GCL,M_Ind_55_64_BDL,M_Ind_55_64_ADip_DipL,M_Ind_55_64_Ct_III_IV,M_Ind_55_64_Ct_I_II,M_Ind_55_64_CL_nfd,M_Ind_55_64_LoE_NS,M_Ind_55_64_Tot,M_Ind_65ov_PtgdDe_GdDp_GdCt,M_Ind_65ov_BDL,M_Ind_65ov_ADip_DipL,M_Ind_65ov_Ct_III_IV,M_Ind_65ov_Ct_I_II,M_Ind_65ov_CL_nfd,M_Ind_65ov_LoE_NS,M_Ind_65ov_Tot,M_Ind_Tot_PD_GD_GCL,M_Ind_Tot_BDL,M_Ind_Tot_ADip_DipL,M_Ind_Tot_Ct_III_IV,M_Ind_Tot_Ct_I_II,M_Ind_tot_CL_nfd,M_Ind_Tot_LoE_NS,M_Ind_Tot_Tot,M_NonI_15_19_PD_GD_GCL,M_NonI_15_19_BDL,M_NonI_15_19_ADip_DipL,M_NonI_15_19_Ct_III_IV,M_NonI_15_19_Ct_I_II,M_NonI_15_19_CL_nfd,M_NonI_15_19_LoE_NS,M_NonI_15_19_Tot,M_NonI_20_24_PD_GD_GCL,M_NonI_20_24_BDL,M_NonI_20_24_ADip_DipL,M_NonI_20_24_Ct_III_IV,M_NonI_20_24_Ct_I_II,M_NonI_20_24_CL_nfd,M_NonI_20_24_LoE_NS,M_NonI_20_24_Tot,M_NonI_25_34_PD_GD_GCL,M_NonI_25_34_BDL,M_NonI_25_34_ADip_DipL,M_NonI_25_34_Ct_III_IV,M_NonI_25_34_Ct_I_II,M_NonI_25_34_CL_nfd,M_NonI_25_34_LoE_NS,M_NonI_25_34_Tot,M_NonI_35_44_PD_GD_GCL,M_NonI_35_44_BDL,M_NonI_35_44_ADip_DipL,M_NonI_35_44_Ct_III_IV,M_NonI_35_44_Ct_I_II,M_NonI_35_44_CL_nfd,M_NonI_35_44_LoE_NS,M_NonI_35_44_Tot,M_NonI_45_54_PD_GD_GCL,M_NonI_45_54_BDL,M_NonI_45_54_ADip_DipL,M_NonI_45_54_Ct_III_IV,M_NonI_45_54_Ct_I_II,M_NonI_45_54_CL_nfd,M_NonI_45_54_LoE_NS,M_NonI_45_54_Tot,M_NonI_55_64_PD_GD_GCL,M_NonI_55_64_BDL,M_NonI_55_64_ADip_DipL,M_NonI_55_64_Ct_III_IV,M_NonI_55_64_Ct_I_II,M_NonI_55_64_CL_nfd,M_NonI_55_64_LoE_NS,M_NonI_55_64_Tot,M_NonI_65ov_PtgdDe_GdDp_GdCt,M_NonI_65ov_BDL,M_NonI_65ov_ADip_DipL,M_NonI_65ov_Ct_III_IV,M_NonI_65ov_Ct_I_II,M_NonI_65ov_CL_nfd,M_NonI_65ov_LoE_NS,M_NonI_65ov_Tot,M_NonI_TotPdDe_GdDp_GdCt,M_NonI_Tot_BDL,M_NonI_Tot_ADip_DipL,M_NonI_Tot_Ct_III_IV,M_NonI_Tot_Ct_I_II,M_NonI_Tot_CL_nfd,M_NonI_Tot_LoE_NS,M_NonI_Tot_Tot,M_IS_NS_15_19_PD_GD_GCLL,M_IS_NS_15_19_BDL,M_IS_NS_15_19_ADip_DipL,M_IS_NS_15_19_Ct_III_IV_L,M_IS_NS_15_19_Ct_I_II,M_IS_NS_15_19_CL_nfd,M_IS_NS_15_19_LoE_NS,M_IS_NS_15_19_Tot,M_IS_NS_20_24_PD_GD_GCLL,M_IS_NS_20_24_BDL,M_IS_NS_20_24_AdDip_and_DipL,M_IS_NS_20_24_Ct_III_IV_L,M_IS_NS_20_24_Ct_I_II,M_IS_NS_20_24_CL_nfd,M_IS_NS_20_24_LoE_NS,M_IS_NS_20_24_Tot,M_IS_NS_25_34_PD_GD_GCLL,M_IS_NS_25_34_BDL,M_IS_NS_25_34_AdDip_and_DipL,M_IS_NS_25_34_Ct_III_IV_L,M_IS_NS_25_34_Ct_I_II_L,M_IS_NS_25_34_CL_nfd,M_IS_NS_25_34_LoE_NS,M_IS_NS_25_34_Tot,M_IS_NS_35_44_PD_GD_GCLL,M_IS_NS_35_44_BDL,M_IS_NS_35_44_ADip_DipL,M_IS_NS_35_44_Ct_III_IV_L,M_IS_NS_35_44_Ct_I_II_L,M_IS_NS_35_44_CL_nfd,M_IS_NS_35_44_LoE_NS,M_IS_NS_35_44_Tot,M_IS_NS_45_54_PdDe_GdDp_GdC,M_IS_NS_45_54_BDL,M_IS_NS_45_54_ADip_DipL,M_IS_NS_45_54_Ct_III_IV_L,M_IS_NS_45_54_Ct_I_II_L,M_IS_NS_45_54_CL_nfd,M_IS_NS_45_54_LoE_NS,M_IS_NS_45_54_Tot,M_IS_NS_55_64_PD_GD_GCL,M_IS_NS_55_64_BDL,M_IS_NS_55_64_ADip_DipL,M_IS_NS_55_64_Ct_III_IV_L,M_IS_NS_55_64_Ct_I_II_L,M_IS_NS_55_64_CL_nfd,M_IS_NS_55_64_LoE_NS,M_IS_NS_55_64_Tot,M_IS_NS_65ov_PD_GD_GCL,M_IS_NS_65ov_BDL,M_IS_NS_65ov_ADip_DipL,M_IS_NS_65ov_Ct_III_IV_L,M_IS_NS_65ov_Ct_I_II,M_IS_NS_65ov_CL_nfd,M_IS_NS_65ov_LoE_NS,M_IS_NS_65ov_Tot,M_IS_NS_TotPdDe_GdDp_GdCt,M_IS_NS_Tot_BDL,M_IS_NS_Tot_ADip_DipL,M_IS_NS_Tot_Ct_III_IV_L,M_IS_NS_Tot_Ct_I_II,M_IS_NS_Tot_CL_nfd,M_IS_NS_Tot_LoE_NS,M_IS_NS_Tot_Tot,M_T_15_19_PD_GD_GCL,M_T_15_19_BDL,M_T_15_19_ADip_DipL,M_T_15_19_Ct_III_IV,M_T_15_19_Ct_I_II,M_T_15_19_CL_nfd,M_T_15_19_LoE_NS,M_T_15_19_Tot
ILOC50700204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,0,0,0,3,0,0,0,3,0,0,3,12,0,0,0,12,0,3,3,9,0,0,5,26,0,3,7,15,0,0,7,28,3,6,8,48,0,0,16,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,10,11,0,0,0,0,0,0,21,25,0,0,0,0,0,0,3,3
ILOC50700205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,9,3,0,11,16,0,3,0,15,0,0,0,17,0,5,0,29,0,0,3,36,0,14,3,26,0,0,3,47,3,10,12,49,0,0,9,75,3,10,21,46,0,4,7,94,4,22,24,80,0,9,28,160,14,56,62,248,4,20,51,454,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8,8,0,0,0,0,0,0,17,15,0,0,0,0,0,0,18,18,0,0,0,0,0,0,24,24,0,0,0,0,0,0,41,41,0,0,0,0,0,0,111,109,0,0,0,9,3,0,10,22
ILOC50700301,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,6,0,0,3,9,0,0,0,3,0,0,0,8,0,0,0,6,0,0,0,12,0,0,0,3,0,0,5,3,0,0,0,3,0,0,0,3,0,3,0,30,0,0,6,48,0,0,0,21,14,3,14,51,0,21,16,119,15,8,7,190,36,134,73,314,12,16,34,623,64,163,82,310,4,13,24,666,66,120,109,292,10,12,19,631,51,136,102,327,3,19,28,661,47,108,102,364,4,33,113,770,264,680,487,1744,63,101,249,3596,0,0,0,0,0,0,23,23,0,0,0,0,0,0,23,26,0,0,0,0,0,0,73,77,0,0,0,4,0,0,72,79,0,0,0,5,0,0,62,69,0,0,0,0,0,0,73,79,0,0,0,6,0,0,97,106,0,0,4,16,0,0,427,450,0,0,0,20,14,3,32,73
ILOC50700302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,3,6,19,0,0,0,11,0,0,4,17,0,0,4,29,4,3,3,46,4,28,18,104,0,4,9,168,7,27,14,83,0,3,3,141,10,17,23,81,4,0,15,147,9,22,13,82,3,5,10,140,7,12,16,49,0,8,7,103,43,112,87,433,9,21,50,760,0,0,0,0,0,0,12,12,0,0,0,0,0,0,10,10,0,0,0,0,0,0,11,16,0,0,0,0,0,0,7,7,0,0,0,3,0,0,35,35,0,0,0,0,0,0,18,18,0,0,0,0,0,0,20,20,0,0,0,3,0,0,109,116,0,0,0,11,0,0,14,25
ILOC50700303,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,10,0,0,0,3,0,0,34,32,0,0,0,0,0,0,24,34,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,86,103,0,0,0,7,6,0,3,19,0,3,6,31,0,4,22,74,3,23,12,73,3,8,85,211,10,22,11,85,0,3,76,211,6,16,20,69,0,5,52,167,10,12,15,66,3,3,18,128,3,7,14,54,0,3,22,101,26,91,79,387,13,24,294,919,0,0,0,0,0,0,8,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,16,16,0,0,0,0,0,0,17,18,0,0,0,0,0,0,12,12,0,0,0,0,0,0,6,6,0,0,0,0,0,0,12,15,0,0,0,0,0,0,73,75,0,0,0,15,6,0,18,36
ILOC50700304,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,6,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,12,0,0,8,28,0,0,0,3,6,3,9,24,0,0,0,61,11,7,3,80,11,34,17,116,10,5,15,210,3,18,18,89,5,5,11,154,6,20,14,98,3,6,14,164,9,10,13,84,0,7,21,146,3,11,16,86,0,5,39,154,26,96,81,547,37,36,108,935,0,0,0,0,0,0,11,11,0,0,0,0,0,0,8,8,0,0,0,0,0,0,29,30,0,0,0,0,0,0,26,28,0,0,0,0,0,0,24,24,0,0,0,0,0,0,28,31,0,0,0,0,0,0,39,43,0,0,3,3,0,0,167,175,0,0,0,3,6,3,24,37
ILOC50700305,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,3,0,3,13,0,0,11,24,0,0,0,3,0,0,5,9,0,3,3,26,7,0,3,42,6,14,16,57,0,0,9,98,6,16,9,43,0,3,8,93,3,13,10,50,3,4,4,80,5,7,11,36,0,3,9,63,7,10,12,40,0,3,26,101,21,63,54,251,11,18,62,490,0,0,0,0,0,0,10,10,0,0,0,0,0,0,7,7,0,0,0,0,0,0,14,14,0,0,0,0,0,0,17,14,0,0,0,0,0,0,19,21,0,0,0,0,0,0,16,16,0,0,0,0,0,0,22,27,0,0,0,7,0,0,99,108,0,0,0,9,0,0,15,28
ILOC50700401,0,0,0,0,3,0,3,6,0,0,0,3,0,0,0,9,0,0,0,10,0,0,0,13,0,0,0,11,0,3,0,13,0,0,4,3,0,0,3,12,0,0,0,3,3,0,0,8,0,0,0,3,0,0,3,6,3,3,4,38,4,5,16,70,0,0,3,42,26,3,56,135,0,16,14,243,21,6,17,316,34,178,116,681,19,30,45,1101,82,291,161,846,29,48,67,1524,73,268,211,773,17,46,75,1470,73,225,206,667,17,39,75,1304,109,243,309,810,10,70,264,1816,373,1223,1026,4061,138,246,597,7671,0,0,0,0,0,0,55,56,0,0,0,0,0,0,44,48,0,0,0,6,0,0,148,148,0,0,0,11,0,0,161,170,3,0,0,3,0,0,177,186,0,3,3,3,0,0,161,170,0,0,0,9,0,0,226,230,5,11,4,31,0,0,957,1006,0,0,3,49,27,3,109,194
ILOC50700501,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,12,23,0,0,0,9,7,0,7,23,0,0,3,42,6,0,16,77,3,35,11,91,0,3,12,161,3,22,12,72,0,3,8,128,10,24,15,87,0,3,11,137,5,6,18,89,0,4,18,154,0,6,6,58,0,4,32,118,25,97,77,450,21,25,98,797,0,0,0,0,0,0,10,10,0,0,0,0,0,0,15,15,0,0,0,0,0,0,16,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,23,23,0,0,0,0,0,0,29,29,0,0,0,0,0,0,39,46,0,0,0,3,0,0,151,156,0,0,0,8,7,0,20,38
ILOC50700502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,11,0,0,0,7,0,0,0,11,0,3,0,28,3,0,0,36,4,17,3,76,0,0,10,116,3,16,15,55,0,7,12,107,0,9,16,53,0,8,16,105,3,3,10,58,0,0,9,83,0,5,3,34,0,3,27,73,14,58,48,312,7,22,67,521,0,0,0,0,0,0,9,9,0,0,0,0,0,0,5,5,0,0,0,0,0,0,31,31,0,0,0,0,0,0,35,34,0,0,0,0,0,0,42,41,0,0,0,0,0,0,38,40,0,0,0,0,0,0,25,25,0,0,0,0,0,0,187,193,0,0,0,7,0,0,7,14
ILOC50700601,0,0,0,0,0,0,3,11,0,0,0,3,0,0,0,5,0,0,0,9,0,0,0,11,0,0,0,12,0,3,0,15,0,0,0,5,0,0,0,8,0,0,0,3,0,0,0,5,0,0,0,0,0,0,4,3,0,3,3,34,6,3,8,59,0,0,6,70,32,3,33,137,0,16,22,205,19,3,13,289,7,116,74,607,31,31,65,935,48,162,126,648,7,33,62,1083,32,121,160,672,14,30,56,1091,49,131,139,485,17,31,60,910,38,79,118,419,11,45,124,831,176,627,645,3112,122,190,408,5280,0,0,0,0,0,0,75,74,0,0,0,0,0,0,32,30,0,0,0,8,0,0,109,121,0,0,0,3,0,0,127,130,0,0,0,0,0,0,146,151,0,0,0,0,0,0,110,111,0,0,0,3,0,0,148,153,3,3,3,18,0,0,746,781,0,0,9,72,32,3,109,226
ILOC50700701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,3,15,0,0,0,3,0,0,5,10,0,3,0,13,4,0,3,24,0,13,3,42,0,4,5,67,5,11,6,40,0,0,3,57,0,3,7,48,0,0,8,61,4,8,4,39,0,3,8,64,3,3,10,28,0,3,20,70,14,35,24,213,4,15,47,358,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,9,9,0,0,0,0,0,0,15,14,0,0,0,5,0,0,14,21,0,0,0,0,0,0,16,16,0,0,0,0,0,0,36,36,0,0,0,5,0,0,106,108,0,0,0,3,0,0,8,14
ILOC50700702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,12,0,0,0,3,3,0,0,11,0,5,0,21,0,3,3,35,0,37,12,97,6,5,9,163,3,31,16,67,5,9,4,131,0,17,20,56,0,3,9,110,0,13,17,59,3,3,10,107,0,4,11,56,4,3,27,101,9,100,72,364,22,24,71,662,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,19,26,0,0,0,0,0,0,28,32,0,0,0,3,0,0,29,30,0,0,0,0,0,0,34,33,0,0,0,0,0,0,29,29,0,0,0,8,0,0,146,152,0,0,0,3,3,0,13,19
ILOC50700703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,13,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,7,0,0,0,7,0,0,6,9,0,0,0,18,3,0,0,13,0,4,7,23,0,7,0,18,0,3,8,36,0,4,8,22,0,0,6,42,3,10,17,81,3,7,28,149,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,10,0,0,0,0,0,0,10,13,0,0,0,0,0,0,17,17,0,0,0,4,0,0,51,51,0,0,0,4,0,0,8,10
ILOC50700801,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,11,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,17,0,0,0,3,3,0,0,6,0,3,3,16,0,0,4,29,0,17,8,48,4,7,3,82,0,22,9,48,0,4,4,87,0,15,11,49,0,0,8,91,3,8,12,58,0,9,12,90,0,0,14,39,0,7,16,75,7,67,50,252,13,32,43,463,0,0,0,0,0,0,9,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,25,25,0,0,0,0,0,0,23,23,0,0,0,0,0,0,34,34,0,0,0,0,0,0,26,31,0,0,0,0,0,0,29,29,0,0,0,0,0,0,150,147,0,0,0,3,3,0,8,17
ILOC50700802,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,23,0,0,0,3,0,0,10,16,0,0,0,23,3,0,0,31,3,35,3,67,5,6,7,123,3,21,13,46,3,10,5,102,3,18,19,51,3,3,18,117,6,13,20,58,0,12,18,128,3,5,19,65,4,11,26,129,15,96,81,314,18,37,85,648,0,0,0,0,0,0,10,10,0,0,0,0,0,0,6,6,0,0,0,0,0,0,29,29,0,0,0,0,0,0,21,21,0,0,0,0,0,0,22,20,0,0,0,0,0,0,32,35,0,0,0,0,0,0,44,43,0,0,0,3,0,0,161,164,0,0,0,3,0,0,19,24
ILOC50700901,0,0,0,10,3,0,4,19,0,0,0,16,6,0,9,29,0,0,4,62,0,0,3,73,0,3,0,15,4,0,4,24,0,3,4,20,0,3,8,36,0,3,8,13,0,0,0,20,0,0,0,12,0,0,6,16,4,10,18,138,13,3,29,221,0,0,16,158,77,20,80,347,9,80,68,644,76,25,63,966,90,336,260,1631,77,78,120,2587,169,466,366,1637,53,82,159,2928,177,411,487,1922,29,83,168,3276,156,352,444,1678,26,110,186,2957,189,444,777,2572,25,186,777,4969,784,2087,2418,10245,358,586,1558,18029,0,0,0,0,0,0,113,118,0,0,0,5,0,0,123,129,0,0,0,11,0,0,323,335,0,0,0,11,0,0,323,333,0,3,0,16,0,0,367,388,0,4,5,14,0,0,341,360,0,3,3,36,0,0,543,592,3,15,10,96,4,3,2134,2251,0,0,16,163,82,20,193,480
ILOC50701001,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,6,0,0,3,3,0,0,9,10,0,0,0,4,0,0,4,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,0,0,17,33,0,0,3,30,12,0,19,61,0,9,8,56,5,3,14,86,10,19,13,127,5,4,22,198,18,67,47,170,6,7,36,353,33,84,57,207,7,20,46,448,44,86,80,225,9,22,48,511,77,120,110,240,3,36,104,681,179,380,306,1045,49,94,289,2340,0,0,0,0,0,0,15,15,0,0,0,0,0,0,12,12,0,0,0,0,0,0,41,46,0,0,0,0,0,0,55,53,0,0,0,0,0,0,78,77,0,0,0,3,0,0,69,76,0,0,3,0,0,0,105,112,0,3,4,5,0,0,376,392,0,0,3,30,12,0,38,81
ILOC50701002,0,0,0,0,3,0,3,8,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,6,0,0,0,3,0,0,3,10,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,16,4,0,12,34,0,0,0,8,5,0,17,36,0,5,10,68,3,0,14,100,4,35,16,137,6,7,17,217,13,28,25,140,3,12,17,245,12,41,39,207,4,8,27,337,17,55,55,176,5,13,30,345,17,51,46,173,0,15,66,364,67,209,188,903,28,60,187,1640,0,0,0,0,0,0,24,24,0,0,0,0,0,0,12,12,0,0,0,0,0,0,35,40,0,0,0,0,0,0,37,44,0,0,0,0,0,0,47,49,0,0,0,7,0,0,53,55,0,0,0,4,0,0,79,89,0,0,0,11,0,0,293,305,0,0,0,12,9,4,45,71
ILOC50701101,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,3,5,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,14,0,0,4,25,0,0,0,27,13,3,32,75,0,13,3,78,14,3,10,116,13,41,37,236,10,9,26,371,15,68,59,324,6,20,34,527,11,52,68,387,7,32,42,596,27,56,73,423,3,31,43,652,21,56,91,400,6,43,127,734,83,288,329,1871,57,143,304,3076,0,0,0,0,0,0,33,29,0,0,0,0,0,0,12,17,0,3,0,0,0,0,70,72,0,0,0,0,0,0,84,86,0,0,0,3,0,0,102,105,0,0,0,6,0,0,122,124,0,0,0,4,0,0,134,144,0,0,3,17,0,0,553,572,0,0,0,27,9,3,69,110
ILOC50701102,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,14,0,0,0,0,3,0,4,5,0,0,0,23,0,0,0,30,0,16,3,43,0,4,4,63,3,16,13,38,0,0,0,69,0,5,8,42,0,0,6,66,0,7,5,40,0,4,9,68,4,5,11,34,0,4,14,60,12,51,36,212,8,15,38,365,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,10,0,0,0,0,0,0,16,16,0,0,0,0,0,0,19,19,0,0,0,0,0,0,12,14,0,0,0,0,0,0,16,16,0,0,0,0,0,0,85,86,0,0,0,0,3,0,11,13
ILOC50701201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,17,0,0,0,3,0,0,4,8,0,5,0,16,0,0,3,24,3,20,5,46,4,0,9,96,3,17,11,55,0,3,4,100,3,14,14,64,0,5,3,111,3,5,14,52,0,0,5,94,5,10,13,38,0,3,13,87,22,77,62,285,5,20,43,510,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,18,18,0,0,0,0,0,0,15,15,0,0,0,0,0,0,25,26,0,0,0,0,0,0,19,19,0,0,0,0,0,0,21,27,0,0,0,4,0,0,108,115,0,0,0,3,0,0,12,12
ILOC50701202,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,4,0,0,0,5,0,0,3,5,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,3,0,10,26,0,0,0,12,10,0,6,33,0,3,6,67,9,0,13,97,0,10,20,217,5,11,17,283,3,26,22,196,3,6,19,276,7,30,47,193,0,9,19,315,7,14,40,169,8,5,12,260,3,34,41,221,0,23,74,399,33,117,174,1077,48,60,171,1674,0,0,0,0,0,0,16,16,0,0,0,0,0,0,18,18,0,0,0,0,0,0,38,45,0,0,0,0,0,0,46,53,0,0,0,6,0,0,57,61,0,0,0,0,0,0,55,58,0,0,0,6,0,0,98,104,0,0,0,19,0,0,334,350,0,0,0,12,10,0,32,54
ILOC50701203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,0,0,0,7,3,0,7,19,0,3,6,36,0,3,3,57,4,3,3,79,0,3,8,99,0,3,9,88,0,6,14,117,0,10,22,107,3,5,9,158,0,12,15,83,3,6,20,136,3,12,29,93,0,3,38,174,9,48,83,490,13,26,100,765,0,0,0,0,0,0,10,10,0,0,0,0,0,0,7,7,0,0,0,0,0,0,21,21,0,0,0,0,0,0,24,26,0,0,0,0,0,0,23,24,0,0,0,0,0,0,29,29,0,0,0,0,0,0,50,51,0,0,0,5,0,0,161,165,0,0,0,13,0,0,18,36
ILOC50701301,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,5,0,0,0,6,0,0,3,5,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,5,11,0,0,10,27,0,0,0,3,4,0,8,18,0,3,3,44,3,0,7,58,3,24,9,73,3,9,7,121,10,17,9,60,7,4,5,108,5,10,15,75,6,3,13,132,3,17,17,71,3,3,22,135,3,12,12,50,0,3,32,114,21,82,60,380,22,26,99,684,0,0,0,0,0,0,12,12,0,0,0,0,0,0,17,17,0,0,0,0,0,0,35,35,0,0,0,0,0,0,35,35,0,0,0,0,0,0,47,45,0,0,0,0,0,0,35,35,0,0,0,0,0,0,37,37,0,0,0,0,0,0,210,207,0,0,0,7,4,0,24,30
