ILOC_CODE_2016,T_EI_ns_IndSt_nsP,T_EI_ns_TotM,T_EI_ns_TotF,T_EI_ns_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_IndigStat_nsM,Tot_IndigStat_nsF,Tot_IndigStat_nsP,Tot_TotM,Tot_TotF,Tot_TotP
ILOC10100101,231,167,165,327,79,110,193,192,230,426,128,107,240,401,449,852
ILOC10100201,841,522,582,1104,480,506,990,1302,1400,2707,412,467,878,2194,2383,4578
ILOC10100202,251,169,178,351,55,100,158,230,267,497,127,130,259,411,497,909
ILOC10100203,306,234,222,453,169,176,348,683,836,1518,175,143,322,1029,1158,2183
ILOC10100204,536,364,322,686,119,115,234,866,849,1720,295,268,561,1281,1232,2516
ILOC10100205,510,330,364,696,301,292,594,719,743,1463,246,272,519,1271,1304,2577
ILOC10100301,248,211,202,416,109,97,211,330,382,712,142,118,262,587,601,1188
ILOC10100401,278,181,214,393,172,198,367,236,259,501,134,159,293,543,615,1164
ILOC10100402,188,138,98,237,46,30,80,213,191,403,108,83,189,366,306,675
ILOC10100403,59,49,46,94,43,43,86,39,49,89,28,33,61,114,122,237
ILOC10100501,708,447,539,985,209,183,395,924,1077,2004,346,389,734,1479,1645,3130
ILOC10100502,306,191,197,387,37,42,74,370,457,833,161,152,316,569,653,1225
ILOC10100503,61,43,49,93,38,47,89,29,48,80,36,30,61,102,125,221
ILOC10100601,223,145,170,320,73,76,148,198,258,448,112,127,238,381,457,837
ILOC10100701,211,130,158,280,67,88,155,180,185,368,98,119,216,342,395,738
ILOC10100702,425,303,292,601,87,79,168,498,544,1040,217,220,445,802,851,1650
ILOC10100801,399,276,294,565,221,207,427,260,296,553,200,215,423,683,717,1402
ILOC10100802,387,834,337,1168,402,116,519,590,417,1011,189,209,399,1189,740,1928
ILOC10200101,1569,966,1080,2044,376,402,773,3592,4043,7630,780,837,1616,4745,5281,10024
ILOC10200201,707,631,524,1154,128,103,232,882,861,1738,341,387,730,1356,1347,2699
ILOC10200301,502,355,406,762,242,249,489,617,714,1323,244,264,511,1098,1227,2322
ILOC10200302,252,183,167,352,70,73,143,393,459,854,147,127,278,612,659,1269
ILOC10200401,251,199,174,373,50,45,99,418,470,896,140,121,260,611,638,1251
ILOC10200402,48,34,36,67,34,33,66,29,20,50,29,22,49,91,80,167
ILOC10200501,417,298,261,562,54,70,122,439,443,884,236,191,429,728,703,1434
ILOC10200502,1098,738,793,1529,286,259,542,1556,1697,3250,560,599,1155,2402,2552,4949
ILOC10200601,314,190,202,393,35,32,65,322,349,672,161,167,322,519,546,1061
ILOC10200602,136,103,128,237,68,81,145,225,223,450,60,82,140,345,392,734
ILOC10200603,0,0,0,5,14,16,27,0,0,0,0,0,0,11,16,28
ILOC10200604,127,94,90,184,50,48,103,79,107,188,70,60,128,204,217,421
ILOC10200701,238,162,163,326,61,61,118,192,225,412,115,128,246,367,412,777
ILOC10200702,342,246,241,485,171,202,372,177,164,335,181,168,347,528,527,1058
ILOC10200703,97,76,74,149,30,38,68,143,150,296,51,53,99,223,240,463
ILOC10200704,64,38,43,86,39,53,97,9,4,16,27,35,64,81,93,178
ILOC10200801,22,30,19,44,63,63,125,7,8,13,20,11,24,94,77,172
ILOC10200802,495,324,268,593,46,51,91,399,441,841,274,229,507,717,715,1438
ILOC10200803,45,32,40,66,25,35,64,30,31,64,20,28,51,77,95,173
ILOC10200804,14,10,12,23,35,27,65,9,4,16,12,7,20,50,44,92
ILOC10200901,524,366,376,743,196,183,377,1038,1121,2164,276,270,547,1507,1577,3086
ILOC10200902,330,498,211,705,86,67,155,834,606,1442,198,164,353,1115,831,1947
ILOC10201001,442,270,338,610,131,141,268,419,485,898,205,247,453,751,871,1623
ILOC10201002,586,371,363,731,108,102,210,533,603,1136,323,296,614,962,1001,1969
ILOC10201003,151,110,106,219,59,49,105,139,145,287,80,71,151,282,269,546
ILOC10201101,2463,1766,1767,3528,929,935,1856,3919,4214,8125,1242,1309,2550,6083,6448,12532
ILOC10201102,1173,822,836,1660,309,279,587,1823,1979,3800,610,606,1216,2741,2865,5601
ILOC10201201,0,3,0,7,17,20,41,0,0,0,0,0,0,17,20,41
ILOC10201202,631,404,447,846,61,56,113,539,624,1164,303,342,644,902,1025,1923
ILOC10201301,1039,680,727,1411,156,167,322,1403,1574,2978,519,579,1096,2081,2312,4396
ILOC10201401,313,226,244,468,72,94,167,544,643,1191,165,173,334,781,909,1691
ILOC10201402,279,190,195,388,40,26,70,272,324,591,141,142,285,455,497,950
ILOC10300101,257,158,182,340,106,144,249,83,97,173,128,128,258,317,366,683
ILOC10300102,183,106,88,194,30,30,56,48,43,91,100,85,185,172,160,331
ILOC10300201,44,84,41,123,117,82,198,28,20,49,20,22,39,165,120,288
ILOC10300202,42,34,23,59,43,57,99,18,30,49,27,19,42,89,99,190
ILOC10300203,0,3,10,17,19,33,49,3,3,7,0,0,0,18,40,54
ILOC10300301,448,307,266,581,88,107,197,386,435,820,252,208,465,726,753,1482
ILOC10300302,0,10,5,17,19,13,33,0,0,0,0,0,0,19,13,33
ILOC10300401,343,221,225,441,164,172,331,64,87,150,175,172,342,400,429,835
ILOC10300402,113,76,73,145,15,26,37,94,99,187,59,60,123,167,184,350
ILOC10300403,49,39,36,74,45,36,80,9,9,23,21,27,50,76,73,151
ILOC10300501,964,822,810,1634,327,309,642,1546,1717,3261,495,518,1010,2369,2544,4914
ILOC10300502,225,169,114,287,31,14,49,118,109,228,125,103,233,278,229,509
ILOC10300503,33,25,30,52,35,31,65,13,16,29,14,14,33,62,63,123
ILOC10300504,17,37,40,73,44,83,127,12,8,18,14,10,17,64,95,159
ILOC10300601,14,16,13,27,40,36,79,12,21,30,9,5,14,58,60,121
ILOC10300602,0,3,3,8,8,13,18,0,0,0,0,0,0,8,13,18
ILOC10300603,152,115,103,225,73,83,154,73,72,146,86,72,157,231,227,462
ILOC10300605,152,111,133,242,124,143,263,70,64,137,75,86,164,265,298,562
ILOC10300607,277,209,153,365,51,49,101,199,184,379,167,128,296,417,360,779
ILOC10400101,190,130,103,228,32,30,60,138,135,272,110,87,200,277,255,531
ILOC10400102,1019,691,847,1545,122,152,276,1427,1557,2988,477,569,1043,2033,2274,4309
ILOC10400103,1072,746,779,1523,111,114,229,2669,2901,5567,568,551,1117,3345,3572,6916
ILOC10400201,3487,2051,2084,4135,101,114,215,3058,3415,6472,1788,1825,3611,4949,5354,10300
ILOC10400301,966,651,760,1412,253,279,527,1747,2009,3758,477,529,1008,2471,2824,5292
ILOC10400302,1504,1829,978,2804,529,284,812,2975,2581,5555,794,765,1558,4294,3632,7929
ILOC10400303,634,455,543,1003,222,193,412,1248,1357,2603,304,349,656,1771,1895,3667
ILOC10400401,45,29,28,60,9,9,15,20,26,46,29,15,45,53,50,101
ILOC10400402,447,322,276,597,58,84,146,504,503,1002,254,215,468,823,794,1618
ILOC10400403,1181,1123,924,2042,457,368,823,2387,2468,4857,646,611,1254,3481,3449,6932
ILOC10400404,358,260,257,520,40,50,94,440,460,905,189,185,376,674,703,1376
ILOC10400405,935,677,662,1339,150,128,276,1290,1364,2653,499,493,987,1937,1980,3921
ILOC10400501,702,482,535,1017,82,96,179,1228,1442,2670,375,390,769,1687,1926,3617
ILOC10400502,46,34,45,78,53,60,108,81,70,152,26,31,58,153,159,313
ILOC10400503,3454,2348,2548,4900,531,605,1138,5898,6726,12629,1763,1806,3576,8194,9143,17334
ILOC10400504,178,155,174,324,57,52,106,283,314,594,94,94,185,433,458,886
ILOC10400505,529,386,360,748,87,93,177,851,964,1818,297,278,567,1230,1335,2565
ILOC10400506,325,280,334,614,124,124,247,440,510,949,163,171,339,728,812,1538
ILOC10400507,602,474,506,977,217,204,419,1556,1743,3300,319,315,638,2099,2254,4349
ILOC10400601,510,376,374,753,99,98,198,916,965,1881,284,268,553,1303,1335,2636
ILOC10400602,277,181,217,395,64,76,142,392,445,837,140,161,297,600,674,1277
ILOC10400701,2512,1704,1963,3667,281,351,631,8093,8553,16644,1287,1370,2650,9656,10273,19925
ILOC10400702,4477,3297,3492,6790,668,641,1309,10548,11583,22132,2335,2371,4702,13553,14591,28149
ILOC10400801,840,656,631,1287,158,166,318,1357,1475,2830,474,422,901,1985,2061,4047
ILOC10400802,819,532,628,1162,155,185,337,1003,1141,2144,386,458,843,1547,1781,3330
ILOC10400803,369,289,320,615,50,24,80,382,459,842,194,205,400,627,691,1313
ILOC10400901,615,463,540,1002,238,262,498,598,662,1263,302,339,645,1144,1259,2405
ILOC10400902,831,1073,642,1718,372,225,596,1384,1193,2574,441,439,882,2196,1853,4053
ILOC10400903,70,52,53,107,28,43,63,65,64,126,37,44,79,128,145,272
ILOC10400904,212,153,164,317,109,120,232,226,225,457,110,115,225,445,467,915
ILOC10400905,242,182,201,380,46,64,112,350,389,741,127,126,258,526,581,1111
ILOC10401001,661,445,393,843,55,63,125,740,860,1608,381,302,687,1183,1234,2414
ILOC10401002,33,24,21,43,10,9,24,39,37,76,15,17,40,66,68,134
ILOC10401101,2013,1649,1820,3467,532,515,1053,6972,7370,14341,1041,1073,2114,8545,8959,17510
ILOC10401102,2204,1776,1893,3670,572,612,1186,9168,9781,18947,1189,1144,2336,10929,11537,22463
ILOC10401103,1787,1490,1661,3151,493,499,994,5494,6027,11522,947,941,1884,6932,7473,14402
ILOC10401201,726,447,526,973,218,202,423,1325,1592,2913,355,395,751,1898,2197,4088
ILOC10401202,593,383,366,748,87,91,182,1047,1186,2235,314,289,597,1448,1563,3013
ILOC10401203,618,382,400,773,97,93,188,899,1046,1942,324,319,643,1320,1455,2774
ILOC10401204,922,604,594,1196,90,90,183,1339,1384,2732,489,490,973,1922,1963,3884
ILOC10401301,3002,2215,2207,4424,843,864,1699,8972,9467,18443,1599,1558,3158,11416,11888,23306
ILOC10401401,2464,1997,1923,3918,288,293,578,6150,6604,12759,1355,1174,2530,7794,8077,15873
ILOC10401402,1344,1195,1307,2504,448,479,925,6909,6975,13884,724,710,1439,8084,8168,16247
ILOC10401403,1433,1317,1612,2926,333,350,685,7250,7816,15070,785,734,1520,8371,8903,17275
ILOC10401501,1430,1061,1074,2133,180,174,356,2536,2843,5383,789,721,1505,3503,3742,7249
ILOC10401502,2151,1463,1619,3087,354,401,758,4460,4965,9431,1104,1143,2245,5917,6508,12426
ILOC10401503,314,262,281,536,121,146,265,635,779,1418,169,174,339,926,1096,2021
ILOC10401601,82,72,77,146,34,40,77,86,90,178,44,37,86,170,173,340
ILOC10401602,504,341,353,694,91,93,189,1145,1263,2414,280,266,542,1513,1628,3139
ILOC10401603,1074,703,780,1482,121,108,234,1797,1919,3709,526,566,1094,2447,2593,5036
ILOC10401604,1669,1162,1118,2279,196,208,403,2541,2669,5209,911,833,1743,3646,3708,7355
ILOC10401605,789,507,557,1069,211,242,454,1359,1452,2803,407,406,818,1975,2103,4072
ILOC10401701,570,454,478,935,232,252,485,957,1114,2076,309,308,608,1502,1672,3170
ILOC10401702,93,69,69,139,23,25,55,91,114,203,50,52,93,163,194,354
ILOC10401703,762,537,507,1051,90,91,179,1063,1175,2231,421,378,800,1570,1643,3213
ILOC10401801,1449,926,909,1833,233,276,504,2480,2664,5141,783,732,1512,3491,3670,7159
ILOC10401901,21,14,16,35,18,16,38,21,33,54,6,9,21,50,66,112
ILOC10401902,932,711,814,1528,400,393,799,1550,1832,3384,465,503,970,2418,2740,5155
ILOC10401903,1450,1001,1058,2060,224,245,465,2283,2496,4778,780,766,1540,3285,3500,6786
ILOC10401904,221,159,191,345,74,54,123,387,466,855,109,128,238,568,647,1215
ILOC10402001,1538,1108,1140,2242,130,134,268,2207,2582,4787,834,809,1638,3168,3531,6700
ILOC10402002,603,466,489,953,97,107,205,1482,1723,3208,329,304,630,1910,2135,4038
ILOC10402003,3057,2150,2431,4573,500,520,1020,5059,5640,10700,1541,1634,3172,7100,7795,14889
ILOC10402101,3819,2820,3137,5956,1007,992,2002,8867,9689,18556,1939,2097,4033,11815,12776,24597
ILOC10402102,3493,2410,2705,5115,606,698,1308,8098,8664,16762,1759,1874,3627,10464,11234,21696
ILOC10500101,656,390,439,832,61,55,123,1898,2246,4137,318,362,680,2277,2658,4936
ILOC10500102,2341,1527,1578,3102,242,260,503,3614,4137,7752,1226,1179,2406,5084,5573,10658
ILOC10500201,87,58,61,120,37,30,60,96,87,181,44,45,87,172,157,330
ILOC10500202,578,409,317,731,46,57,105,628,649,1280,328,267,597,1008,973,1975
ILOC10500203,3,13,18,34,26,30,56,0,0,0,0,3,3,25,33,61
ILOC10500204,25,31,32,59,36,42,80,22,12,33,8,15,28,69,76,146
ILOC10500205,89,69,64,136,19,18,39,88,94,184,49,41,93,158,162,318
ILOC10500301,2416,2395,1642,4039,602,484,1082,5657,5327,10986,1228,1289,2516,7485,7104,14589
ILOC10500401,1119,833,809,1643,172,163,339,2237,2505,4736,623,590,1212,3033,3256,6288
ILOC10500501,223,170,125,298,28,41,65,350,323,675,134,103,242,511,465,983
ILOC10500502,57,58,48,105,35,28,66,100,68,169,39,29,59,170,126,296
ILOC10500503,90,67,66,134,16,21,41,80,94,182,44,50,90,141,170,313
ILOC10500601,1603,1028,1062,2087,99,105,200,1648,1776,3426,833,823,1653,2584,2705,5282
ILOC10500701,1502,1019,1045,2063,137,143,280,2072,2182,4256,772,789,1556,2982,3110,6096
ILOC10500801,411,322,312,635,84,65,150,662,745,1410,243,213,448,990,1017,2009
ILOC10500901,848,598,611,1203,190,175,364,1091,1253,2342,423,451,877,1708,1885,3589
ILOC10501001,577,385,407,792,54,64,119,634,753,1385,309,311,620,991,1129,2126
ILOC10501002,404,308,336,648,46,78,124,692,830,1526,211,212,418,947,1118,2068
ILOC10501101,666,482,451,934,206,225,437,837,955,1791,381,332,713,1430,1511,2940
ILOC10501201,2029,1361,1394,2758,212,211,428,2754,2846,5593,1049,1027,2073,4011,4086,8096
ILOC10501202,819,578,585,1164,123,150,270,1255,1375,2630,421,431,852,1799,1955,3756
ILOC10501301,807,1451,607,2060,350,130,480,1876,1415,3296,435,399,837,2665,1943,4611
ILOC10501401,212,169,164,329,117,172,292,197,185,379,111,103,220,423,462,887
ILOC10501402,239,166,137,300,31,22,51,195,237,429,138,109,239,364,358,726
ILOC10501403,152,105,103,200,56,50,104,103,95,194,74,82,156,227,229,453
ILOC10501501,1671,1569,1177,2741,285,236,519,2276,2071,4345,880,861,1740,3434,3172,6605
ILOC10501502,473,442,300,745,40,29,67,624,550,1169,257,227,481,920,807,1726
ILOC10501601,2263,1484,1436,2916,288,280,567,2452,2567,5016,1206,1163,2365,3939,4011,7953
ILOC10501701,521,331,366,698,96,122,216,470,542,1015,262,263,524,829,924,1759
ILOC10501801,361,253,273,531,101,118,221,1054,1116,2170,188,191,373,1345,1422,2766
ILOC10501802,310,234,267,503,135,137,272,651,754,1403,167,155,319,956,1043,1998
ILOC10501803,362,252,245,494,68,55,125,1071,1090,2158,193,176,373,1329,1321,2655
ILOC10501804,426,284,287,574,111,103,210,319,351,664,216,226,446,653,677,1327
ILOC10501805,249,158,160,326,22,30,56,338,415,755,132,135,265,493,581,1069
ILOC10501806,242,176,149,321,33,52,82,797,804,1602,147,110,258,981,966,1947
ILOC10501807,125,82,107,196,32,38,74,305,315,621,57,68,131,392,427,817
ILOC10501901,789,569,579,1147,89,109,202,1093,1193,2287,426,409,835,1605,1710,3319
ILOC10502001,1790,1414,1340,2754,183,164,353,3067,3235,6301,905,950,1859,4153,4351,8506
ILOC10502101,545,427,416,843,171,181,357,1645,1787,3429,301,270,568,2119,2239,4360
ILOC10502102,377,241,232,474,34,39,73,620,735,1350,206,188,389,861,962,1820
ILOC10502103,355,248,245,497,68,91,162,1649,1827,3476,198,174,368,1911,2088,4001
ILOC10502104,936,613,576,1187,95,121,215,2059,2314,4376,532,472,997,2689,2904,5594
ILOC10502105,731,514,569,1091,317,372,686,1350,1528,2886,383,375,757,2048,2279,4331
ILOC10502201,666,478,512,990,131,110,241,1293,1455,2750,349,360,708,1778,1927,3703
ILOC10600101,257,199,188,385,60,64,123,420,427,841,136,121,254,609,607,1215
ILOC10600102,1629,1112,1198,2316,109,130,241,2298,2555,4853,851,866,1716,3262,3552,6812
ILOC10600103,200,137,159,293,34,46,82,248,261,507,105,107,208,387,412,797
ILOC10600201,979,788,814,1602,178,192,371,1314,1501,2813,530,494,1027,2018,2194,4210
ILOC10600202,7,10,16,30,9,15,25,23,23,40,3,7,7,31,46,74
ILOC10600203,895,620,644,1264,127,117,246,1248,1367,2618,478,457,930,1854,1944,3797
ILOC10600204,137,119,114,233,46,51,101,214,213,426,74,66,137,330,333,666
ILOC10600205,230,163,162,323,34,21,57,205,182,388,116,114,233,356,317,678
ILOC10600206,27,20,23,39,16,11,28,0,0,0,13,17,27,31,33,61
ILOC10600301,194,182,164,343,54,59,110,268,276,548,107,96,197,428,427,853
ILOC10600302,1626,1166,1290,2460,455,536,986,2651,2981,5631,831,866,1697,3930,4386,8314
ILOC10600303,3624,3369,2795,6165,655,570,1224,6599,6583,13184,1941,1825,3763,9198,8978,18177
ILOC10600401,1942,1305,1256,2560,302,271,571,4737,4884,9620,1028,988,2022,6071,6145,12217
ILOC10600402,2967,2128,1846,3974,186,138,326,4207,4198,8403,1575,1486,3058,5967,5823,11792
ILOC10600501,1453,1682,1172,2854,317,220,537,3528,3216,6748,791,748,1539,4641,4184,8824
ILOC10600502,1497,1069,1072,2145,120,128,250,2879,3219,6096,808,767,1575,3809,4114,7920
ILOC10600503,2473,1719,1849,3574,161,212,377,5083,5669,10751,1281,1333,2605,6522,7209,13732
ILOC10700101,4256,4836,3279,8111,305,123,432,14042,12055,26092,2291,2091,4383,16636,14275,30913
ILOC10700201,4490,3133,3325,6453,192,206,393,27483,27421,54899,2383,2347,4733,30060,29966,60021
ILOC10700301,477,324,352,670,145,127,267,562,594,1154,239,255,492,944,971,1914
ILOC10700302,250,189,231,420,67,66,134,396,425,823,114,149,261,576,644,1219
ILOC10700303,1667,1143,1098,2239,132,137,268,6043,6011,12053,881,841,1720,7056,6988,14039
ILOC10700304,2295,1670,1771,3437,169,185,355,7659,7737,15397,1182,1187,2372,9019,9108,18128
ILOC10700305,113,106,107,210,23,27,49,370,353,722,54,74,131,444,452,898
ILOC10700306,1048,882,921,1804,206,196,403,4654,4747,9401,535,570,1109,5395,5512,10910
ILOC10700307,151,118,140,260,37,33,68,277,270,542,76,86,161,385,381,771
ILOC10700308,249,197,235,429,47,63,105,1541,1543,3082,128,144,270,1717,1747,3460
ILOC10700309,619,441,470,911,85,104,188,2305,2468,4770,316,356,668,2696,2929,5627
ILOC10700310,250,190,203,388,64,63,125,645,627,1280,125,139,262,838,831,1670
ILOC10700311,370,292,347,637,42,33,73,1772,1784,3560,184,197,382,2004,2011,4015
ILOC10700312,653,503,496,1004,62,64,128,1585,1662,3246,340,332,675,1985,2066,4046
ILOC10700313,397,321,294,613,109,100,211,495,558,1055,217,190,408,822,852,1676
ILOC10700314,267,254,217,472,68,55,124,1280,1295,2573,162,126,289,1512,1477,2987
ILOC10700315,1067,865,891,1756,180,206,382,3412,3577,6988,559,565,1129,4151,4344,8495
ILOC10700316,533,1467,443,1917,235,58,295,5681,4832,10515,298,280,583,6218,5172,11392
ILOC10700317,812,540,600,1143,115,104,220,3910,3917,7830,410,446,858,4432,4474,8904
ILOC10700318,516,400,390,792,50,41,89,1873,1922,3794,286,263,549,2207,2226,4429
ILOC10700319,436,328,351,687,144,141,287,672,712,1387,214,251,461,1029,1101,2132
ILOC10700320,509,389,382,775,139,137,278,1202,1275,2470,265,258,527,1611,1660,3270
ILOC10700401,414,300,265,562,57,46,102,1754,1863,3621,242,193,437,2052,2109,4160
ILOC10700402,810,542,569,1112,125,147,271,3150,3218,6370,418,435,858,3692,3810,7499
ILOC10700403,973,591,688,1275,96,114,204,1882,2096,3973,482,536,1020,2449,2743,5197
ILOC10700404,375,240,246,489,87,88,175,1305,1442,2749,198,190,389,1586,1716,3306
ILOC10700405,221,143,170,313,15,32,51,976,1059,2037,108,126,230,1097,1218,2320
ILOC10700501,2459,1692,1713,3402,122,149,271,6136,6169,12305,1277,1235,2504,7534,7549,15082
ILOC10700601,2815,1943,2084,4023,415,408,821,10264,11133,21393,1464,1493,2960,12137,13032,25173
ILOC10700701,248,190,212,399,118,126,242,313,327,641,135,133,263,559,586,1149
ILOC10700702,512,373,448,824,111,94,211,1476,1613,3084,258,289,548,1840,2000,3840
ILOC10700703,354,244,301,544,90,76,168,999,1116,2115,168,194,369,1257,1394,2654
ILOC10700704,138,127,183,312,9,13,21,281,349,636,68,67,139,360,427,792
ILOC10700705,1338,969,955,1925,186,213,400,3271,3337,6608,707,667,1377,4164,4212,8382
ILOC10700706,709,433,530,966,124,146,268,1431,1447,2876,329,407,733,1881,1995,3878
ILOC10700707,1001,699,629,1328,80,87,161,2426,2460,4881,557,465,1021,3059,3005,6065
ILOC10700708,1448,885,1142,2022,137,149,282,2983,3160,6141,664,826,1489,3779,4132,7915
ILOC10700709,475,352,422,768,78,79,160,1895,1952,3851,249,262,504,2218,2297,4516
ILOC10700710,400,316,316,634,108,112,216,1887,1880,3772,209,209,420,2209,2202,4412
ILOC10700711,335,237,265,507,81,94,177,975,1086,2059,162,205,363,1213,1385,2602
ILOC10700712,140,109,115,218,49,46,96,621,676,1299,82,70,151,750,791,1543
ILOC10700713,208,157,171,324,70,70,140,848,890,1740,104,108,213,1029,1068,2093
ILOC10700801,3501,2540,2633,5172,45,60,102,9697,9780,19480,1784,1858,3646,11529,11693,23219
ILOC10700802,3042,2850,2538,5384,100,110,210,10732,10780,21513,1625,1561,3182,12460,12451,24910
ILOC10700803,1998,1448,1508,2953,132,164,291,7291,7534,14824,1045,1038,2085,8468,8729,17203
ILOC10700804,6903,5085,5091,10176,171,206,381,20612,20018,40635,3605,3563,7171,24393,23784,48184
ILOC10700901,4844,4314,4452,8766,168,176,349,17530,18486,36017,2562,2513,5078,20265,21181,41451
ILOC10700902,2048,1808,1809,3617,108,113,217,9736,10079,19815,1085,1074,2162,10929,11273,22201
ILOC10701001,1513,943,898,1839,154,144,296,2956,3128,6091,803,747,1549,3912,4024,7940
ILOC10701002,653,436,507,947,99,89,184,1339,1551,2896,318,347,664,1760,1989,3742
ILOC10701003,989,675,688,1362,235,237,472,2920,3133,6052,522,526,1041,3674,3893,7565
ILOC10701101,4227,3235,3357,6594,168,171,343,14318,14582,28903,2152,2219,4372,16645,16975,33616
ILOC10701201,7628,5282,5983,11268,190,215,408,41457,42665,84123,3888,4065,7948,45534,46939,92478
ILOC10701301,4533,3055,3243,6295,132,113,244,18109,18307,36417,2335,2350,4689,20579,20772,41348
ILOC10701401,2955,2135,2214,4343,80,112,187,11463,11536,23001,1521,1542,3067,13068,13194,26259
ILOC10701402,1975,1380,1425,2808,56,63,123,8327,8351,16676,1006,1046,2049,9396,9458,18853
ILOC10701501,1075,717,771,1486,68,79,149,2401,2438,4837,554,569,1125,3025,3082,6111
ILOC10701502,2707,2032,2228,4260,570,579,1149,7850,8552,16400,1419,1449,2864,9834,10578,20408
ILOC10701601,3820,2174,2207,4379,86,97,191,6010,6550,12559,1945,1943,3889,8042,8595,16640
ILOC10701701,7872,5379,5453,10832,407,403,810,15132,15934,31070,4049,4069,8126,19594,20415,40006
ILOC10701702,3135,2340,2375,4718,192,186,373,12585,13135,25718,1673,1615,3287,14448,14930,29380
ILOC10701801,34,21,13,40,0,3,0,26,20,42,18,13,34,39,41,77
ILOC10701901,5628,3394,3253,6642,188,188,379,8974,9870,18844,2929,2792,5718,12087,12853,24942
ILOC10702001,8245,5147,5731,10877,203,202,403,24662,25362,50024,4153,4328,8482,29022,29887,58904
ILOC10702002,2286,1506,1692,3200,76,88,165,7578,7881,15457,1166,1207,2374,8822,9173,17992
ILOC10702101,4309,2692,2597,5292,40,45,86,6793,6673,13463,2240,2128,4368,9070,8847,17922
ILOC10702102,1783,1300,1331,2629,54,82,139,7455,7504,14956,914,922,1832,8423,8505,16927
ILOC10702103,1218,892,917,1804,98,78,175,5008,5045,10044,632,651,1275,5733,5766,11496
ILOC10702104,2285,1762,1731,3487,43,32,78,5765,5851,11620,1208,1180,2384,7016,7068,14083
ILOC10702201,1374,1643,1146,2789,443,340,783,4178,3966,8147,714,719,1433,5338,5030,10366
ILOC10702202,584,370,431,807,123,126,244,2909,3215,6125,290,324,612,3319,3665,6986
ILOC10702203,1487,1054,1064,2115,262,272,536,3228,3446,6679,775,759,1532,4264,4484,8748
ILOC10702204,1446,1028,1019,2049,317,342,660,4060,4335,8390,785,720,1507,5165,5400,10561
ILOC10702205,1684,1173,1251,2424,249,259,499,3000,3264,6264,854,887,1739,4104,4407,8502
ILOC10702206,1434,952,1029,1990,204,166,376,4415,4612,9031,717,776,1489,5339,5552,10895
ILOC10702207,375,295,497,793,75,146,220,1714,1885,3604,198,201,399,1992,2235,4226
ILOC10702301,489,293,326,614,93,77,168,687,719,1406,240,258,500,1027,1053,2079
ILOC10702302,8167,6495,4977,11470,519,309,829,20673,19744,40422,4239,4102,8344,25430,24160,49585
ILOC10702401,5585,3795,3844,7642,117,113,236,13821,13951,27772,2871,2864,5728,16810,16929,33739
ILOC10702501,4283,2770,2929,5696,197,224,414,12680,13098,25782,2233,2215,4445,15102,15535,30640
ILOC10702502,2595,1822,1922,3744,270,254,526,13890,14339,28228,1395,1360,2754,15551,15959,31508
ILOC10702601,6483,3744,3605,7352,192,210,406,9809,11736,21550,3349,3197,6549,13353,15152,28501
ILOC10702602,8928,5946,3770,9711,77,67,142,4289,4482,8774,5551,3412,8961,9913,7965,17882
ILOC10702603,7463,4451,4189,8639,114,128,244,9342,11612,20956,3928,3672,7596,13380,15415,28798
ILOC10702604,988,612,510,1127,21,30,53,874,885,1758,546,439,988,1444,1356,2802
ILOC10702701,2109,1409,1367,2779,46,62,109,5531,5677,11205,1125,1049,2175,6691,6794,13482
ILOC10702702,1556,1019,1076,2098,23,22,47,5364,5824,11184,776,816,1591,6165,6664,12822
ILOC10702703,4317,2522,2748,5277,70,80,152,10335,10964,21300,2140,2260,4402,12551,13308,25854
ILOC10702704,2306,1566,1337,2905,18,25,43,5567,5488,11059,1283,1072,2361,6876,6586,13459
ILOC10702801,4455,2675,2864,5539,67,51,124,14952,15332,30284,2254,2296,4549,17274,17675,34953
ILOC10702802,6480,3530,3821,7355,41,33,72,9043,10462,19507,3171,3372,6541,12252,13866,26121
ILOC10702901,1964,1424,1402,2828,321,314,638,5689,5882,11573,1073,1024,2101,7089,7219,14309
ILOC10703001,8146,5913,6048,11956,1079,1154,2230,26545,26776,53319,4366,4215,8580,31985,32147,64128
ILOC10703101,6269,3539,3687,7229,37,44,83,7195,7706,14902,3121,3234,6354,10355,10981,21334
ILOC10703102,4378,2291,2762,5052,38,41,83,5748,6605,12360,2064,2385,4448,7852,9034,16884
ILOC19499494,1804,2231,1127,3360,268,156,420,1459,901,2358,1090,727,1816,2819,1779,4593
ILOC19799797,32,21,33,46,0,7,5,18,40,53,9,18,32,29,62,93
ILOC20100101,3835,2992,3037,6029,75,69,141,11091,11501,22593,2058,2013,4073,13224,13585,26812
ILOC20100102,5223,4333,4173,8507,76,86,167,14145,14555,28697,2871,2699,5563,17087,17340,34423
ILOC20100201,4366,2998,3064,6062,142,172,319,11854,12586,24438,2267,2303,4570,14266,15067,29332
ILOC20100301,5025,3728,3877,7602,205,205,403,18169,19231,37398,2653,2625,5277,21026,22055,43082
ILOC20100401,5132,3716,3750,7466,139,142,282,14657,15581,30240,2683,2644,5325,17471,18375,35844
ILOC20100402,6759,5100,5139,10238,189,204,394,25755,26465,52220,3549,3504,7053,29494,30173,59666
