ILOC_CODE_2016,HH_IN_P_1_f_hh_C_f_n_c_N_u_1,HH_IN_P_1_f_hh_C_f_n_c_N_u_2,HH_IN_P_1_f_hh_C_f_n_c_N_u_3,HH_IN_P_1_f_hh_C_f_n_c_N_u_4,HH_IN_P_1_f_hh_C_f_n_c_N_u_5,HH_IN_P_1_f_h_C_f_n_c_N_u_6ov,HH_IN_P_1_f_hh_C_f_no_ch_Tot,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_1,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_2,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_3,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_4,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_5,HH_I_P_1_f_h_C_f_ch_Nu_ur_6ov,HH_IN_PE_1_fa_hh_Co_fa_ch_Tot,HH_IN_P_1_f_h_1_pa_f_Nu_ur_1,HH_IN_P_1_f_h_1_pa_f_Nu_ur_2,HH_IN_P_1_f_h_1_pa_f_Nu_ur_3,HH_IN_P_1_f_h_1_pa_f_Nu_ur_4,HH_IN_P_1_f_h_1_pa_f_Nu_ur_5,HH_IN_P_1_f_h_1_pa_f_N_ur_6ov,HH_IN_P_1_f_h_1_pa_f_Tot,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_1,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_2,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_3,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_4,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_5,HH_IN_P_1_fa_hh_Ot_f_N_ur_6ov,HH_IN_PE_1_fa_hh_Other_fa_Tot,HH_IN_PE_1_fa_hh_Tot_Nu_ur_1,HH_IN_PE_1_fa_hh_Tot_Nu_ur_2,HH_IN_PE_1_fa_hh_Tot_Nu_ur_3,HH_IN_PE_1_fa_hh_Tot_Nu_ur_4,HH_IN_PE_1_fa_hh_Tot_Nu_ur_5,HH_IN_PE_1_fa_hh_Tot_N_ur_6ov,HH_IN_PE_1_fa_hh_Tot_Tot,HHD_IN_PE_Mu_fa_hhd_Nu_ur_1,HHD_IN_PE_Mu_fa_hhd_Nu_ur_2,HHD_IN_PE_Mu_fa_hhd_Nu_ur_3,HHD_IN_PE_Mu_fa_hhd_Nu_ur_4,HHD_IN_PE_Mu_fa_hhd_Nu_ur_5,HHD_IN_PE_Mu_fa_hhd_N_ur_6ov,HHD_IN_PE_Mu_fa_hhd_Tot,HHD_IN_PE_TotFa_hhd_Nu_ur_1,HHD_IN_PE_TotFa_hhd_Nu_ur_2,HHD_IN_PE_TotFa_hhd_Nu_ur_3,HHD_IN_PE_TotFa_hhd_Nu_ur_4,HHD_IN_PE_TotFa_hhd_Nu_ur_5,HHD_IN_PE_TotFa_hhd_N_ur_6ov,HHD_IN_PE_TotFa_hhd_Tot,HHD_IN_PE_Lo_per_hhd_Nu_ur_1,HHD_IN_PE_Lo_per_hhd_Nu_ur_2,HHD_IN_PE_Lo_per_hhd_Nu_ur_3,HHD_IN_PE_Lo_per_hhd_Nu_ur_4,HHD_IN_PE_Lo_per_hhd_Nu_ur_5,HHD_IN_PE_Lo_per_hhd_N_ur_6ov,HHD_IN_PE_Lo_per_hhd_Tot,HHD_IN_PE_Gr_hh_Nu_ur_1,HHD_IN_PE_Gr_hh_Nu_ur_2,HHD_IN_PE_Gr_hh_Nu_ur_3,HHD_IN_PE_Gr_hh_Nu_ur_4,HHD_IN_PE_Gr_hh_Nu_ur_5,HHD_IN_PE_Gr_hh_N_ur_6ov,HHD_IN_PE_Gr_hh_Tot,HHD_IN_PE_Tot_Nu_ur_1,HHD_IN_PE_Tot_Nu_ur_2,HHD_IN_PE_Tot_Nu_ur_3,HHD_IN_PE_Tot_Nu_ur_4,HHD_IN_PE_Tot_Nu_ur_5,HHD_IN_PE_Tot_Nu_ur_6_more,HHD_IN_PE_Tot_Tot,OT_HH_1_f_hh_C_f_no_c_Nu_ur_1,OT_HH_1_f_hh_C_f_no_c_Nu_ur_2,OT_HH_1_f_hh_C_f_no_c_Nu_ur_3,OT_HH_1_f_hh_C_f_no_c_Nu_ur_4,OT_HH_1_f_hh_C_f_no_c_Nu_ur_5,OT_HH_1_f_hh_C_f_n_c_N_ur_6ov,OT_HH_1_f_hh_C_f_no_c_Tot,OT_HH_1_f_hh_C_f_ch_Nu_ur_1,OT_HH_1_f_hh_C_f_ch_Nu_ur_2,OT_HH_1_f_hh_C_f_ch_Nu_ur_3,OT_HH_1_f_hh_C_f_ch_Nu_ur_4,OT_HH_1_f_hh_C_f_ch_Nu_ur_5,OT_HH_1_f_hh_C_f_ch_N_ur_6ov,OT_HH_1_f_hh_C_f_with_ch_Tot,OT_HH_1_f_hh_1_pa_f_Nu_ur_1,OT_HH_1_f_hh_1_pa_f_Nu_ur_2,OT_HH_1_f_hh_1_pa_f_Nu_ur_3,OT_HH_1_f_hh_1_pa_f_Nu_ur_4,OT_HH_1_f_hh_1_pa_f_Nu_ur_5,OT_HH_1_f_hh_1_pa_f_N_ur_6ov,OT_HH_1_f_hh_1_parent_f_Tot,OT_HH_One_fa_hh_Ot_fa_Nu_ur_1,OT_HH_One_fa_hh_Ot_fa_Nu_ur_2,OT_HH_One_fa_hh_Ot_fa_Nu_ur_3,OT_HH_One_fa_hh_Ot_fa_Nu_ur_4,OT_HH_One_fa_hh_Ot_fa_Nu_ur_5,OT_HH_1_fa_hh_Ot_fa_N_ur_6ov,OT_HH_One_fa_hhd_Other_fa_Tot,OT_HH_One_fa_hhd_Tot_Nu_ur_1,OT_HH_One_fa_hhd_Tot_Nu_ur_2,OT_HH_One_fa_hhd_Tot_Nu_ur_3,OT_HH_One_fa_hhd_Tot_Nu_ur_4,OT_HH_One_fa_hhd_Tot_Nu_ur_5,OT_HH_One_fa_hhd_Tot_N_ur_6ov,OT_HH_One_fa_hhd_Tot_Tot,OT_HH_Multiple_fa_hhd_Nu_ur_1,OT_HH_Multiple_fa_hhd_Nu_ur_2,OT_HH_Multiple_fa_hhd_Nu_ur_3,OT_HH_Multiple_fa_hhd_Nu_ur_4,OT_HH_Multiple_fa_hhd_Nu_ur_5,OT_HH_Multiple_fa_hh_Nu_u_6ov,OT_HH_Multiple_fa_hhd_Tot,OT_HH_TotFa_hhd_Nu_ur_1,OT_HH_TotFa_hhd_Nu_ur_2,OT_HH_TotFa_hhd_Nu_ur_3,OT_HH_TotFa_hhd_Nu_ur_4,OT_HH_TotFa_hhd_Nu_ur_5,OT_HH_TotFa_hhd_Nu_ur_6_more,OT_HH_TotFa_hhd_Tot,OT_HH_Lo_per_hhd_Nu_ur_1,OT_HH_Lo_per_hhd_Nu_ur_2,OT_HH_Lo_per_hhd_Nu_ur_3,OT_HH_Lo_per_hhd_Nu_ur_4,OT_HH_Lo_per_hhd_Nu_ur_5,OT_HH_Lo_per_hh_Nu_ur_6ov,OT_HH_Lo_per_hhd_Tot,OT_HH_Gr_hh_Nu_ur_1,OT_HH_Gr_hh_Nu_ur_2,OT_HH_Gr_hh_Nu_ur_3,OT_HH_Gr_hh_Nu_ur_4,OT_HH_Gr_hh_Nu_ur_5,OT_HH_Gr_hh_Nu_u_6ov,OT_HH_Gr_hh_Tot,OT_HH_Tot_Nu_ur_1,OT_HH_Tot_Nu_ur_2,OT_HH_Tot_Nu_ur_3,OT_HH_Tot_Nu_ur_4,OT_HH_Tot_Nu_ur_5,OT_HH_Tot_Nu_ur_6_more,OT_HH_Tot_Tot
ILOC50701202,..,17,5,0,0,0,20,..,..,5,19,9,12,42,..,8,10,6,3,0,29,..,0,0,0,0,0,0,..,21,28,22,14,15,88,..,..,..,3,4,4,10,..,21,28,20,13,17,101,8,..,..,..,..,..,8,..,5,0,0,0,0,5,8,23,28,20,13,17,108,..,1028,26,5,0,0,1053,..,..,311,386,183,82,972,..,154,126,49,18,10,353,..,12,3,0,0,0,14,..,1194,466,444,199,86,2393,..,..,..,15,12,18,43,..,1194,466,459,215,104,2439,770,..,..,..,..,..,770,..,61,4,0,0,0,68,770,1256,472,459,215,104,3274
ILOC50701203,..,5,0,0,0,0,5,..,..,7,4,3,7,17,..,5,8,3,0,0,12,..,0,0,0,0,0,0,..,10,7,8,3,7,34,..,..,..,0,0,0,0,..,10,7,8,3,7,34,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,15,7,8,3,7,41,..,439,8,0,0,0,449,..,..,147,141,75,30,399,..,67,52,11,4,0,139,..,8,0,0,0,0,7,..,511,212,157,84,37,997,..,..,..,4,8,15,31,..,511,212,160,88,50,1020,361,..,..,..,..,..,361,..,25,3,0,0,0,26,361,531,214,160,88,50,1415
ILOC50701301,..,16,6,0,0,0,18,..,..,7,6,5,4,26,..,14,14,11,3,5,42,..,10,0,0,0,0,10,..,38,28,20,10,16,102,..,..,..,0,0,3,3,..,38,28,20,6,16,100,24,..,..,..,..,..,24,..,3,0,0,0,0,3,24,41,28,20,6,16,129,..,429,13,0,0,0,440,..,..,118,141,74,43,373,..,50,27,15,3,4,97,..,11,3,0,0,0,15,..,483,162,156,78,42,928,..,..,..,6,6,17,25,..,483,162,162,82,62,953,410,..,..,..,..,..,410,..,44,11,3,0,4,61,410,528,176,162,87,63,1421
ILOC50701302,..,28,0,0,0,0,27,..,..,9,10,7,15,43,..,18,8,7,10,3,51,..,0,0,0,0,0,8,..,48,25,23,20,17,130,..,..,..,3,0,3,11,..,48,25,29,16,24,141,25,..,..,..,..,..,25,..,6,0,0,0,0,6,25,51,25,29,16,24,173,..,1067,26,0,0,0,1102,..,..,266,328,182,60,833,..,147,79,28,10,6,278,..,26,8,0,0,0,33,..,1241,372,361,195,71,2237,..,..,..,3,3,12,26,..,1241,372,363,198,83,2260,1026,..,..,..,..,..,1026,..,63,13,0,0,0,79,1026,1309,383,363,198,83,3370
ILOC50701401,..,17,4,0,0,0,17,..,..,0,12,8,16,41,..,11,15,7,14,4,56,..,3,0,0,0,0,0,..,32,22,23,23,17,120,..,..,..,0,0,11,12,..,32,22,22,23,33,137,26,..,..,..,..,..,26,..,4,0,0,0,0,4,26,34,24,22,23,33,163,..,609,26,0,0,0,631,..,..,163,221,92,54,532,..,112,79,30,13,7,238,..,14,0,0,0,0,16,..,732,266,251,112,63,1422,..,..,..,9,4,6,20,..,732,266,260,117,70,1446,696,..,..,..,..,..,696,..,50,11,0,0,0,56,696,781,275,259,116,70,2200
ILOC50701501,..,21,0,0,0,0,23,..,..,8,6,4,5,31,..,5,3,8,0,0,22,..,0,0,0,0,0,0,..,24,12,19,8,3,75,..,..,..,0,0,0,5,..,24,12,19,9,7,75,13,..,..,..,..,..,13,..,0,0,0,0,0,0,13,27,12,19,9,7,89,..,1435,52,10,7,0,1501,..,..,537,680,278,57,1550,..,224,184,60,16,0,487,..,15,3,0,0,0,25,..,1674,780,754,298,62,3564,..,..,..,12,9,15,39,..,1674,780,766,305,79,3600,1171,..,..,..,..,..,1171,..,122,39,7,9,0,180,1171,1799,820,778,315,75,4957
ILOC50701502,..,11,0,0,0,0,11,..,..,0,3,0,4,17,..,4,5,0,0,0,12,..,0,0,0,0,0,0,..,16,6,4,3,4,39,..,..,..,0,0,0,0,..,16,6,4,3,11,39,17,..,..,..,..,..,17,..,3,0,0,0,0,3,17,23,6,4,3,11,63,..,1092,23,0,0,0,1114,..,..,210,266,143,45,669,..,92,69,31,7,3,198,..,14,0,0,0,0,14,..,1195,305,301,145,53,2001,..,..,..,12,7,9,23,..,1195,305,308,155,57,2021,879,..,..,..,..,..,879,..,63,5,0,0,0,69,879,1256,310,313,155,57,2967
ILOC50701503,..,45,4,0,0,0,55,..,..,27,48,28,20,125,..,21,21,13,6,8,69,..,0,0,0,0,0,3,..,66,58,68,31,30,252,..,..,..,0,3,7,11,..,66,58,70,38,30,264,24,..,..,..,..,..,24,..,7,0,0,0,0,4,24,71,60,70,38,30,292,..,2947,93,5,0,3,3053,..,..,1180,1705,690,239,3817,..,445,413,147,43,14,1056,..,48,11,0,0,0,63,..,3443,1694,1862,729,261,7988,..,..,..,37,50,49,133,..,3443,1694,1897,778,308,8121,1790,..,..,..,..,..,1790,..,194,31,8,0,0,231,1790,3635,1722,1902,778,310,10143
ILOC50701504,..,23,5,0,0,0,25,..,..,8,12,3,11,33,..,4,11,14,7,4,38,..,3,0,0,0,0,3,..,32,18,23,10,12,102,..,..,..,3,3,3,4,..,32,18,24,13,15,109,25,..,..,..,..,..,25,..,7,0,0,0,0,8,25,34,20,27,13,15,142,..,888,29,0,0,0,912,..,..,324,341,176,47,886,..,148,99,34,17,4,304,..,24,3,0,0,0,30,..,1056,450,376,193,48,2135,..,..,..,17,8,6,30,..,1056,450,393,200,60,2160,914,..,..,..,..,..,914,..,52,3,0,0,0,57,914,1113,457,393,200,60,3130
ILOC50701505,..,14,0,0,0,0,14,..,..,4,0,5,3,16,..,3,4,0,3,0,12,..,0,0,0,0,0,0,..,19,10,0,7,3,36,..,..,..,0,0,0,4,..,19,10,3,7,3,39,9,..,..,..,..,..,9,..,3,0,0,0,0,3,9,22,10,3,7,3,51,..,760,24,3,0,0,789,..,..,170,245,103,48,559,..,80,37,18,4,0,142,..,14,3,0,0,0,14,..,854,233,271,102,47,1504,..,..,..,7,5,3,13,..,854,233,277,111,54,1517,508,..,..,..,..,..,508,..,45,3,7,0,0,55,508,893,232,278,109,51,2080
ILOC50800101,..,52,9,0,0,0,59,..,..,21,32,11,26,97,..,26,22,13,16,11,81,..,17,3,3,0,0,24,..,89,53,50,23,43,255,..,..,..,0,3,6,15,..,89,53,54,33,47,273,82,..,..,..,..,..,82,..,3,0,0,0,0,7,82,97,56,54,33,47,360,..,173,4,0,0,0,181,..,..,47,61,20,8,134,..,18,10,3,4,0,31,..,3,0,0,0,0,3,..,190,66,61,25,8,354,..,..,..,0,0,0,4,..,190,66,60,27,12,356,240,..,..,..,..,..,240,..,20,3,0,0,0,22,240,209,70,60,27,12,619
ILOC50800102,..,0,0,0,0,0,3,..,..,0,0,3,0,7,..,0,5,0,0,0,10,..,0,3,0,0,0,3,..,4,6,5,3,3,21,..,..,..,0,0,3,5,..,4,6,5,0,5,25,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,4,6,5,0,5,28,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50800103,..,0,0,0,0,0,4,..,..,3,3,6,0,15,..,0,4,3,0,3,11,..,6,0,3,0,0,5,..,7,9,13,4,4,38,..,..,..,0,3,9,13,..,7,9,9,6,13,49,6,..,..,..,..,..,6,..,0,0,0,0,0,0,6,7,9,9,6,13,56,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50800201,..,4,0,0,0,0,4,..,..,5,4,0,0,11,..,8,6,4,3,3,22,..,0,0,0,0,0,0,..,10,11,11,3,5,41,..,..,..,0,0,0,0,..,10,11,11,4,5,37,18,..,..,..,..,..,18,..,3,0,0,0,0,3,18,17,11,11,4,5,56,..,32,0,0,0,0,32,..,..,6,8,3,3,19,..,3,0,0,0,0,3,..,0,0,0,0,0,0,..,34,6,8,3,3,46,..,..,..,0,0,0,0,..,34,6,8,0,3,47,45,..,..,..,..,..,45,..,3,0,0,0,0,3,45,36,7,5,0,3,104
ILOC50800202,..,3,0,0,0,0,3,..,..,0,0,0,4,3,..,0,0,0,0,0,3,..,0,0,0,0,0,0,..,4,0,0,0,0,8,..,..,..,0,0,3,3,..,4,0,0,3,4,15,5,..,..,..,..,..,5,..,0,0,0,0,0,0,5,4,0,0,3,4,12,..,3,0,0,0,0,3,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,3,0,0,0,0,3,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,3,0,0,0,0,3
ILOC50800203,..,6,0,0,0,0,10,..,..,4,11,3,5,21,..,3,6,7,0,5,14,..,0,3,0,0,0,3,..,9,11,11,8,12,50,..,..,..,3,0,5,10,..,9,11,17,10,17,63,13,..,..,..,..,..,13,..,0,0,0,0,0,3,13,14,15,17,10,17,79,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,4,..,..,..,..,..,4,..,0,0,0,0,0,0,4,0,0,0,0,0,6
ILOC50800204,..,4,3,0,0,0,5,..,..,0,0,3,0,5,..,6,3,0,0,0,12,..,0,3,0,0,0,8,..,9,14,4,3,0,30,..,..,..,3,3,6,8,..,9,14,3,8,7,41,9,..,..,..,..,..,9,..,0,0,0,0,0,3,9,9,15,5,8,7,51,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50800205,..,0,3,0,0,0,8,..,..,5,6,3,14,27,..,5,3,0,0,0,11,..,0,4,0,0,0,7,..,8,14,11,6,12,54,..,..,..,4,3,12,17,..,8,14,7,13,28,73,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,8,14,7,13,28,76,..,3,0,0,0,0,3,..,..,0,0,0,0,0,..,3,0,0,0,0,3,..,0,0,0,0,0,0,..,5,0,0,0,0,5,..,..,..,0,0,0,0,..,5,0,0,0,0,5,4,..,..,..,..,..,4,..,0,0,0,0,0,0,4,3,0,0,0,0,6
ILOC50800301,..,3,3,0,0,0,6,..,..,0,7,10,8,26,..,4,4,9,0,3,19,..,0,0,0,0,0,7,..,13,8,19,12,14,56,..,..,..,5,3,5,13,..,13,8,23,14,14,67,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,13,8,23,14,14,72,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50800302,..,3,0,0,0,0,3,..,..,0,0,0,0,4,..,0,0,0,0,0,3,..,3,0,0,0,0,3,..,5,0,0,0,0,14,..,..,..,0,0,0,0,..,5,0,0,3,3,12,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,5,0,0,3,3,18,..,0,0,0,0,0,0,..,..,0,3,0,0,3,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,3,0,0,3,..,..,..,0,0,0,0,..,0,0,3,0,0,3,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,3,0,0,3
ILOC50800303,..,5,4,0,0,0,10,..,..,3,4,3,3,11,..,0,0,0,0,3,3,..,0,0,0,0,0,3,..,6,8,4,3,3,25,..,..,..,0,4,0,3,..,6,8,4,3,8,33,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,6,8,4,3,8,32,..,4,0,0,0,0,6,..,..,0,0,0,0,3,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,4,0,3,0,0,5,..,..,..,0,0,0,0,..,4,0,3,0,0,5,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,4,0,3,0,0,11
ILOC50800304,..,3,3,0,0,0,6,..,..,3,0,0,0,3,..,3,0,0,0,0,6,..,0,0,0,0,0,0,..,3,6,0,0,3,19,..,..,..,0,0,0,0,..,3,6,0,0,3,20,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,3,6,0,0,3,20,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50800305,..,0,0,0,0,0,0,..,..,0,0,0,3,3,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,3,0,0,3,3,..,..,..,0,0,0,0,..,0,3,0,0,4,4,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,0,0,4,11,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,0,0,0,0,0,3,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,5
ILOC50800306,..,0,0,0,0,0,0,..,..,0,4,3,7,11,..,0,3,0,0,0,10,..,0,0,0,0,0,3,..,3,3,0,3,6,20,..,..,..,0,4,5,6,..,3,3,3,4,13,32,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,3,3,3,4,13,32,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50800307,..,9,0,0,0,0,6,..,..,10,4,4,3,26,..,0,0,4,0,0,3,..,0,0,0,0,0,0,..,12,10,12,7,4,41,..,..,..,0,0,4,10,..,12,10,8,7,7,47,4,..,..,..,..,..,4,..,0,0,0,0,0,0,4,9,10,8,7,7,50,..,3,0,0,0,0,3,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,3,0,0,0,0,3,4,..,..,..,..,..,4,..,0,0,0,0,0,0,4,3,0,0,0,0,7
ILOC50800308,..,0,0,0,0,0,0,..,..,0,0,0,8,7,..,0,0,0,0,0,6,..,0,3,0,0,0,3,..,0,3,3,3,6,14,..,..,..,0,0,3,4,..,0,3,3,3,14,21,4,..,..,..,..,..,4,..,0,0,0,0,0,0,4,0,3,3,3,14,20,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,6,..,..,..,..,..,6,..,0,0,0,0,0,0,6,0,0,0,0,0,6
ILOC50800401,..,0,0,0,0,0,5,..,..,0,3,0,0,4,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,3,5,0,15,..,..,..,0,0,3,3,..,0,0,3,5,3,15,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,3,0,3,5,3,14,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,3,0,0,0,0,3
ILOC50800402,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,4,0,0,0,3,..,0,0,0,0,0,3,..,0,3,0,0,0,7,..,..,..,0,0,7,7,..,0,3,0,0,7,9,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,0,0,7,9,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,0,0,0,0,0,3,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,4,0,0,0,0,7
ILOC50800403,..,6,0,0,0,0,3,..,..,6,12,3,12,27,..,3,4,3,5,0,17,..,3,0,0,0,0,8,..,6,15,12,13,15,58,..,..,..,0,3,23,25,..,6,15,12,14,38,88,7,..,..,..,..,..,7,..,0,0,0,0,0,0,7,6,15,12,14,38,94,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50800404,..,7,3,0,0,0,13,..,..,9,8,4,3,24,..,4,0,3,0,0,7,..,0,0,0,0,0,0,..,12,9,8,4,4,37,..,..,..,0,3,3,4,..,12,9,8,8,7,45,6,..,..,..,..,..,6,..,0,0,0,0,0,0,6,10,9,8,8,7,52,..,39,0,0,0,0,39,..,..,10,3,0,3,14,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,39,10,9,0,3,50,..,..,..,0,0,0,0,..,39,10,9,0,3,50,36,..,..,..,..,..,36,..,0,0,0,0,0,0,36,39,10,9,0,5,88
ILOC50800405,..,0,0,0,0,0,0,..,..,0,4,3,6,13,..,3,3,0,0,0,12,..,0,0,0,0,0,0,..,3,8,4,6,6,27,..,..,..,0,0,6,6,..,3,8,4,6,8,29,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,3,8,4,6,8,29,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC59499494,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC59799797,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC60100101,..,148,6,3,0,0,154,..,..,101,95,48,28,270,..,61,72,35,11,9,192,..,4,0,0,0,0,4,..,212,177,139,61,40,624,..,..,..,11,0,6,17,..,212,177,147,59,46,645,122,..,..,..,..,..,122,..,36,3,3,0,0,43,122,252,180,150,59,41,811,..,2560,65,7,0,0,2633,..,..,778,863,352,136,2122,..,564,371,139,66,15,1143,..,58,9,0,0,0,68,..,3182,1220,1008,412,146,5974,..,..,..,20,13,20,60,..,3182,1220,1026,430,166,6029,3134,..,..,..,..,..,3134,..,221,20,10,0,3,251,3134,3405,1241,1039,429,168,9411
ILOC60100102,..,143,5,0,0,0,148,..,..,77,89,39,22,228,..,43,42,20,5,3,113,..,7,3,0,0,0,7,..,189,127,108,53,26,496,..,..,..,3,3,3,12,..,189,127,108,53,29,508,113,..,..,..,..,..,113,..,17,0,0,0,0,16,113,205,129,110,53,29,641,..,2095,57,3,0,0,2151,..,..,564,633,257,96,1542,..,374,219,88,19,11,704,..,41,3,0,0,0,42,..,2509,839,716,275,103,4440,..,..,..,16,16,16,42,..,2509,839,734,284,115,4481,2097,..,..,..,..,..,2097,..,109,7,5,0,0,124,2097,2617,842,745,284,115,6704
