ILOC_CODE_2016,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,InfPrim_Indig_M,InfPrim_Indig_F,InfPrim_Indig_P,InfPrim_NonInd_M,InfPrim_NonInd_F,InfPrim_NonInd_P,InfPrim_Indig_st_nsM,InfPrim_Indig_st_nsF,InfPrim_Indig_st_nsP,InfPrim_TotM,InfPrim_TotF,InfPrim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TFEI_FT_St_15_24_In_M,TFEI_FT_St_15_24_Id_F,TFEI_FT_St_15_24_Id_P,TFEI_FT_St_15_24_No_Id_M,TFEI_FT_St_15_24_No_Id_F,TFEI_FT_St_15_24_No_Id_P,TFEI_FT_St_15_24_I_s_n_s_M,TFEI_FT_St_15_24_I_s_n_s_F,TFEI_FT_St_15_24_I_s_n_s_P,TFEI_FT_St_15_24_TotM,TFEI_FT_St_15_24_TotF,TFEI_FT_St_15_24_TotP,TFEI_FT_St_25over_Id_M,TFEI_FT_St_25over_Id_F,TFEI_FT_St_25over_Id_P,TFEI_FT_St_25ov_Non_Id_M,TFEI_FT_St_25ov_Non_Id_F,TFEI_FT_St_25ov_Non_Id_P,TFEI_FT_St_25ov_I_s_n_st_M,TFEI_FT_St_25ov_I_s_n_st_F,TFEI_FT_St_25ov_I_s_n_st_P,TFEI_FT_St_25ov_TotM,TFEI_FT_St_25ov_TotF,TFEI_FT_St_25ov_TotP,TFEI_PT_St_15_24_Id_M,TFEI_PT_St_15_24_Id_F,TFEI_PT_St_15_24_Id_P,TFEI_PT_St_15_24_Non_Id_M,TFEI_PT_St_15_24_No_Id_F,TFEI_PT_St_15_24_No_Id_P,TFEI_PT_St_15_24_I_s_n_s_M,TFEI_PT_St_15_24_I_s_n_s_F,TFEI_PT_St_15_24_I_s_n_s_P,TFEI_PT_St_15_24_TotM,TFEI_PT_St_15_24_TotF,TFEI_PT_St_15_24_TotP,TFEI_PT_St_25ov_Id_M,TFEI_PT_St_25ov_Id_F,TFEI_PT_St_25ov_Id_P,TFEI_PT_St_25ov_Non_Id_M,TFEI_PT_St_25ov_Non_Id_F,TFEI_PT_St_25ov_Non_Id_P,TFEI_PT_St_25ov_I_s_n_s_M,TFEI_PT_St_25ov_I_s_n_s_F,TFEI_PT_St_25ov_Id_s_n_s_P,TFEI_PT_St_25ov_TotM,TFEI_PT_St_25ov_TotF,TFEI_PT_St_25ov_TotP,TFEI_FT_PT_s_s_nt_st_Id_M,TFEI_FT_PT_s_s_nt_st_Id_F,TFEI_FT_PT_s_s_nt_st_Id_P,TFEI_FT_PT_s_s_nt_s_N_I_M,TFEI_FT_PT_s_s_n_st_N_I_F,TFEI_FT_PT_s_s_n_s_No_Id_P,TFEI_F_P_s_s_n_s_I_s_n_s_M,TFEI_F_P_s_s_n_s_I_s_n_s_F,TFEI_F_P_s_s_n_s_I_s_n_s_P,TFEI_FT_PT_s_s_nt_st_To_M,TFEI_FT_PT_s_s_nt_st_To_F,TFEI_FT_PT_s_s_nt_st_To_P,TFEI_Tot_Indig_M,TFEI_Tot_Indig_F,TFEI_Tot_Indig_P,TFEI_Tot_NonInd_M,TFEI_Tot_NonInd_F,TFEI_Tot_NonInd_P,TFEI_Tot_IndSt_nsM,TFEI_Tot_IndSt_nsF,TFEI_Tot_IndSt_nsP,TFEI_Tot_TotM,TFEI_Tot_TotF,TFEI_Tot_TotP,UT_FT_S_15_24_Ind_M,UT_FT_S_15_24_Ind_F,UT_FT_S_15_24_Ind_P,UT_FT_S_15_24_NonInd_M,UT_FT_S_15_24_NonInd_F,UT_FT_S_15_24_NonInd_P,UT_FT_S_15_24_In_st_nsM,UT_FT_S_15_24_In_st_nsF,UT_FT_S_15_24_In_st_nsP,UT_FT_S_15_24_TotM,UT_FT_S_15_24_TotF,UT_FT_S_15_24_TotP,UT_FT_S_25_over_Ind_M,UT_FT_S_25_over_Ind_F,UT_FT_S_25_over_Ind_P,UT_FT_S_25ov_NonInd_M,UT_FT_S_25ov_NonInd_F,UT_FT_S_25ov_NonInd_P,UT_FT_S_25ov_IndSt_nsM,UT_FT_S_25ov_IndSt_nsF,UT_FT_S_25ov_IndSt_nsP,UT_FT_S_25ov_TotM,UT_FT_S_25ov_TotF,UT_FT_S_25ov_TotP,UT_PT_S_15_24_Ind_M,UT_PT_S_15_24_Ind_F,UT_PT_S_15_24_Ind_P,UT_PT_S_15_24_No_Ind_M,UT_PT_S_15_24_NonInd_F,UT_PT_S_15_24_NonInd_P,UT_PT_S_15_24_In_st_nsM,UT_PT_S_15_24_In_st_nsF,UT_PT_S_15_24_In_st_nsP,UT_PT_S_15_24_TotM,UT_PT_S_15_24_TotF,UT_PT_S_15_24_TotP,UT_PT_S_25over_In_M,UT_PT_S_25over_In_F,UT_PT_S_25over_In_P,UT_PT_S_25over_Non_In_M,UT_PT_S_25over_Non_In_F,UT_PT_S_25over_Non_In_P,UT_PT_S_25ov_In_s_nsM,UT_PT_S_25ov_In_s_nsF,UT_PT_S_25ov_In_s_nsP,UT_PT_S_25over_TotM,UT_PT_S_25over_TotF,UT_PT_S_25over_TotP,UT_FT_PT_stud_st_ns_Ind_M,UT_FT_PT_stud_st_ns_Ind_F,UT_FT_PT_stud_st_ns_Ind_P,UT_FT_PT_stu_st_ns_NonInd_M,UT_FT_PT_stu_st_ns_NonInd_F,UT_FT_PT_stu_st_ns_NonInd_P,UT_FT_PT_st_st_ns_In_st_nsM,UT_FT_PT_st_st_ns_In_st_nsF,UT_FT_PT_st_st_ns_In_st_nsP,UT_FT_PT_stu_st_ns_TotM,UT_FT_PT_stu_st_ns_TotF,UT_FT_PT_stu_st_ns_TotP,UT_Tot_Indig_M,UT_Tot_Indig_F,UT_Tot_Indig_P,UT_Tot_NonInd_M,UT_Tot_NonInd_F,UT_Tot_NonInd_P,UT_Tot_IndigStat_nsM,UT_Tot_IndigStat_nsF,UT_Tot_IndigStat_nsP,UT_Tot_TotM,UT_Tot_TotF,UT_Tot_TotP,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF
ILOC50700702,0,0,3,22,22,47,0,0,0,26,26,51,21,16,32,165,205,375,4,5,6,188,225,417,4,3,3,56,50,104,0,0,0,59,54,110,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,4,4,12,0,0,0,6,24,28,0,0,0,6,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,25,36,0,0,0,10,29,39,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,4,11,18,0,0,0,4,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,28,31,0,0,0,6,25,37,0,0,0,8,13,12,0,0,0,8,13,12,6,6,17,41,44,86,170,144
ILOC50700703,0,0,0,4,6,10,0,0,0,11,5,17,7,18,24,38,27,60,4,0,3,42,42,87,5,0,8,16,17,34,4,0,4,25,17,46,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,6,0,0,0,3,6,11,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,0,4,0,0,0,0,0,4,0,12,11,18,7,9,21,53,48
ILOC50700801,3,4,4,14,8,17,0,0,0,14,9,30,20,13,31,117,137,258,3,0,5,139,151,286,0,3,3,44,25,71,4,0,6,51,33,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,3,4,5,0,3,3,0,18,18,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,25,23,0,0,0,6,21,27,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,3,3,5,0,0,0,3,3,5,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17,0,0,0,3,12,17,0,0,0,3,8,7,0,0,0,0,8,8,10,5,13,30,22,47,173,121
ILOC50700802,8,3,6,36,26,60,0,0,0,39,27,65,22,27,50,145,187,328,3,7,10,168,215,391,5,4,7,63,60,122,8,0,4,70,66,134,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,7,17,22,0,0,0,7,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,35,0,0,0,13,28,39,0,0,0,7,4,9,0,0,0,7,5,8,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,9,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,23,0,0,0,7,17,26,0,0,0,8,5,13,0,0,0,8,5,13,15,3,20,49,48,98,188,188
ILOC50700901,31,19,43,436,425,863,3,7,7,466,449,911,150,155,305,3438,3312,6751,29,16,51,3627,3486,7110,87,91,174,2532,2487,5018,11,18,36,2628,2599,5227,4,10,13,158,188,341,4,0,0,164,193,359,0,5,3,52,174,229,0,3,4,59,175,233,7,3,14,235,144,386,3,0,5,251,148,397,0,7,7,145,285,428,0,0,0,148,291,439,0,0,0,4,4,5,0,0,0,3,6,10,15,22,39,601,792,1392,9,6,9,624,819,1441,11,11,20,366,567,928,3,0,4,371,577,947,0,5,9,102,289,393,3,0,3,100,300,402,0,3,3,64,109,170,0,0,0,64,113,173,0,5,7,148,390,542,0,3,3,149,402,552,0,0,0,3,0,4,0,0,0,0,0,6,14,26,37,676,1358,2033,5,11,13,694,1391,2081,8,15,21,170,401,571,0,3,3,177,420,594,40,40,78,805,941,1747,2395,2106
ILOC50701001,9,5,9,74,51,119,0,0,3,81,51,134,26,23,43,400,356,756,8,5,12,437,382,814,10,14,23,352,324,680,0,5,4,359,344,706,0,0,0,21,10,29,0,0,0,21,15,31,0,0,0,4,15,14,0,0,0,4,15,14,0,0,0,18,18,42,0,0,0,18,19,44,0,0,0,23,45,68,0,0,0,23,45,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,66,89,158,0,0,0,66,93,157,0,0,0,11,11,19,0,0,0,11,11,19,0,0,0,5,14,24,0,0,0,5,14,24,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,18,36,53,0,0,0,18,36,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,71,101,0,0,0,35,71,106,0,4,4,15,27,45,0,0,0,15,35,45,19,3,18,182,149,331,445,419
ILOC50701002,4,9,10,38,45,81,0,0,0,45,47,98,31,26,51,337,347,683,3,4,8,370,376,746,24,14,42,339,312,644,3,5,12,364,329,698,0,0,0,10,3,8,0,0,0,10,3,8,0,0,0,3,11,13,0,0,0,3,11,13,3,0,3,23,19,42,0,0,0,19,19,39,0,0,0,19,40,58,0,0,3,20,42,57,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,47,74,118,0,0,3,55,70,127,0,0,0,6,12,15,0,0,0,6,11,14,0,0,0,4,6,7,0,0,0,4,7,9,0,0,0,0,9,4,0,0,0,0,9,4,0,3,3,10,23,40,0,0,0,10,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,47,66,0,0,0,20,53,73,0,3,4,4,16,18,0,0,0,8,19,27,8,7,14,91,114,206,329,351
ILOC50701101,6,3,12,77,76,158,3,3,4,84,81,168,14,24,37,549,551,1098,8,12,13,569,587,1151,39,35,78,426,364,787,3,6,13,474,406,874,0,0,0,16,22,42,0,0,0,16,22,42,0,0,0,0,17,16,0,0,0,0,15,15,0,3,3,24,24,45,0,0,0,25,23,49,0,0,0,20,36,57,0,0,0,20,36,57,0,0,0,0,3,3,0,0,0,0,3,3,0,5,3,70,104,171,0,0,0,71,104,172,0,0,0,26,53,81,0,0,0,29,54,85,0,0,0,9,22,24,0,0,0,9,19,31,0,0,0,5,9,15,0,0,0,5,12,17,0,0,0,12,51,68,0,0,0,12,51,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,135,191,0,0,3,59,137,193,0,3,3,14,49,60,0,0,0,14,53,63,3,3,9,177,159,332,612,515
ILOC50701102,3,0,8,14,4,16,0,0,0,16,7,28,8,15,22,102,100,206,3,3,8,117,117,236,9,16,25,57,49,103,0,0,0,66,62,129,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,11,0,0,0,14,3,15,0,3,3,3,14,13,0,0,0,3,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,14,30,0,0,0,18,20,33,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,19,0,0,0,4,14,19,0,0,0,6,3,9,0,0,0,6,3,9,12,11,28,22,26,47,97,95
ILOC50701201,0,0,0,15,13,26,0,3,0,12,11,31,5,5,8,117,112,233,3,0,3,125,117,244,6,5,10,62,60,116,4,3,7,67,64,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,7,10,0,0,0,10,3,9,0,0,0,10,3,9,0,0,0,6,8,14,0,0,0,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,25,0,0,0,12,18,29,0,0,0,6,5,8,0,0,0,6,5,8,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,5,3,11,0,0,0,5,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,32,0,0,0,12,22,36,0,0,0,3,16,18,0,0,0,3,16,18,3,0,4,21,24,42,123,88
ILOC50701202,8,3,7,75,58,126,0,0,0,78,62,137,24,20,45,392,418,810,7,8,15,425,449,877,19,20,39,273,312,582,4,3,9,300,332,635,3,0,3,8,13,24,0,0,0,11,13,29,0,4,4,4,14,22,0,0,0,4,20,26,0,0,0,30,19,46,0,0,0,30,21,50,0,3,3,18,27,50,0,0,0,18,33,47,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,67,71,138,0,0,0,69,84,146,0,3,3,23,43,61,0,0,0,23,40,69,0,0,0,9,26,30,0,0,0,9,28,30,0,0,0,3,7,11,0,0,0,3,7,11,0,3,3,10,37,42,0,0,0,10,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,40,109,148,0,3,3,40,119,158,0,0,0,16,39,48,0,0,0,16,39,48,10,7,12,91,110,202,384,337
ILOC50701203,0,0,0,20,21,36,0,0,0,21,19,38,7,11,17,144,137,287,6,6,9,162,154,315,5,13,19,131,109,245,4,0,7,142,123,269,3,3,7,5,5,7,0,0,0,4,7,12,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,16,7,16,0,0,0,16,7,16,0,0,0,0,14,14,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,20,32,46,0,0,0,22,31,49,0,0,0,3,9,16,0,0,0,6,9,18,0,0,0,4,8,15,0,0,0,3,8,11,0,0,0,0,7,9,0,0,0,0,7,9,0,0,0,6,7,17,0,0,0,6,7,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,34,51,0,0,0,14,34,48,0,0,0,0,15,19,0,0,0,0,20,19,3,0,3,57,61,119,185,203
ILOC50701301,0,4,4,28,21,49,0,0,0,33,30,57,30,31,61,181,141,323,3,7,11,217,177,396,17,16,36,96,86,184,0,7,5,121,110,226,0,3,3,9,8,18,0,0,0,9,8,20,0,3,6,10,6,13,0,0,0,9,5,16,0,0,0,11,5,17,0,0,0,11,5,17,0,3,3,7,24,40,0,0,0,7,33,39,0,0,0,0,0,3,0,0,0,0,0,3,0,10,6,39,43,82,0,0,0,43,53,92,0,0,0,4,9,11,0,0,0,4,15,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,4,0,0,0,3,3,5,0,0,0,3,10,17,0,0,0,3,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,26,36,0,0,0,9,26,41,0,0,0,3,9,9,0,0,0,3,7,12,15,10,25,58,50,111,244,243
ILOC50701302,3,0,10,67,52,121,0,0,0,73,57,124,32,33,63,364,386,746,9,5,13,405,414,816,23,24,49,246,265,507,10,0,12,276,294,569,0,3,3,5,11,18,0,0,0,5,11,20,0,0,0,4,6,15,0,0,0,4,13,15,0,0,0,18,7,28,0,0,0,18,7,28,0,5,3,8,51,55,0,0,0,11,51,61,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,36,79,113,0,0,0,34,89,124,0,0,0,8,8,15,0,0,0,8,11,16,0,0,0,3,11,21,0,0,0,3,11,21,0,0,0,3,10,9,0,0,0,3,10,9,0,0,3,11,41,47,0,0,0,8,41,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,70,96,0,0,0,22,75,102,0,0,0,6,27,35,0,0,0,6,27,35,32,26,60,122,119,241,441,411
ILOC50701401,3,7,10,42,36,79,0,0,0,44,46,95,31,38,72,215,224,444,4,3,9,254,262,516,28,26,53,168,200,364,3,6,11,204,225,429,0,0,0,4,3,4,0,0,0,4,3,4,0,0,0,5,3,9,0,0,0,5,3,9,3,0,3,22,16,35,0,0,0,22,16,33,0,0,0,17,51,72,0,0,0,17,47,70,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,45,69,117,0,0,0,52,71,122,0,0,0,7,8,20,0,0,0,7,8,20,0,4,6,3,7,12,0,0,0,3,12,13,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,19,14,33,0,0,0,19,20,34,0,0,0,3,0,3,0,0,0,3,0,3,3,4,4,32,34,67,0,0,0,40,33,74,0,0,0,15,23,40,0,0,0,16,24,41,19,25,48,92,69,163,259,258
ILOC50701501,7,3,7,93,103,190,3,3,3,95,108,201,21,13,35,665,586,1249,14,6,22,696,603,1301,7,11,22,436,417,858,4,4,10,451,436,891,0,0,0,8,19,28,0,0,0,8,15,27,0,0,0,13,14,30,0,0,0,13,14,30,0,0,0,25,19,41,0,0,0,25,19,41,3,0,3,45,91,131,0,0,0,45,89,133,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,90,136,230,0,0,0,95,138,234,0,0,0,22,18,41,0,0,0,24,18,43,0,0,0,22,42,61,0,0,0,22,38,60,0,0,0,3,11,9,0,0,0,3,11,9,0,0,0,28,81,110,0,0,0,28,81,110,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,70,145,215,0,0,0,71,146,219,0,0,0,18,48,63,0,0,0,18,48,63,8,5,11,150,163,314,516,454
ILOC50701502,0,0,0,50,27,79,0,0,0,47,27,76,6,16,20,297,311,605,3,7,6,301,331,631,6,4,12,213,202,409,0,3,4,218,211,432,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,7,9,0,0,0,0,7,9,0,0,0,14,12,22,0,0,0,14,12,22,0,0,0,8,27,40,0,0,0,8,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,51,77,0,3,3,28,56,82,0,0,0,4,11,13,0,0,0,4,11,13,0,0,0,0,14,16,0,0,0,3,14,17,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,31,38,0,0,0,4,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,57,64,0,0,0,12,58,71,0,0,0,4,19,28,0,0,0,4,19,28,3,0,3,90,92,186,255,259
ILOC50701503,17,3,18,214,197,412,4,0,4,231,195,433,55,72,125,1526,1503,3027,19,15,31,1593,1586,3183,43,43,79,1254,1338,2590,7,9,21,1296,1394,2690,0,0,0,63,55,123,0,0,0,61,56,123,0,0,0,23,57,80,0,0,0,23,61,82,5,0,9,112,63,178,0,0,0,118,59,180,0,8,8,57,154,207,0,0,0,57,156,212,0,0,0,0,3,7,0,0,0,0,3,7,5,11,16,261,330,592,0,5,5,263,340,608,0,0,3,44,126,165,0,0,0,42,127,170,0,4,6,20,99,120,0,0,0,21,102,124,0,0,0,20,30,46,0,0,0,20,30,46,0,7,10,53,175,233,0,0,0,51,187,234,0,0,0,0,3,3,0,0,0,0,3,3,6,9,14,131,437,568,0,0,0,138,445,582,0,3,3,72,130,200,4,0,4,74,136,208,8,12,16,243,240,484,834,757
ILOC50701504,3,3,6,55,53,107,0,0,3,58,57,110,34,29,61,348,313,664,4,3,4,391,342,734,18,14,33,255,251,506,0,0,3,270,269,541,3,0,3,7,8,17,0,0,0,13,8,18,0,0,0,5,3,4,0,0,0,6,3,8,0,0,0,28,14,47,0,0,0,28,14,47,0,3,3,18,45,57,0,0,0,13,42,59,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,60,73,126,0,0,0,63,72,138,0,0,0,3,10,16,0,0,0,3,10,16,0,0,0,3,17,17,0,0,0,4,17,19,0,0,0,3,3,4,0,0,0,3,3,4,0,0,0,3,22,23,0,0,0,3,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,50,61,0,0,0,15,50,65,0,0,0,9,17,26,0,0,0,9,17,26,7,17,27,119,153,269,312,303
ILOC50701505,0,0,0,33,23,63,0,0,0,37,23,61,4,6,14,214,213,419,3,3,4,216,224,439,5,8,13,170,175,341,0,0,4,175,178,359,3,0,4,7,7,12,0,0,0,10,8,19,0,0,0,3,3,8,0,0,0,3,3,8,0,0,3,12,10,16,0,0,0,15,11,19,0,0,0,9,19,24,0,0,0,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,29,31,61,0,0,3,37,35,72,0,0,0,3,7,15,0,0,0,3,7,15,0,0,0,5,11,13,0,0,0,5,7,17,0,0,0,3,4,4,0,0,0,3,4,4,0,0,0,5,31,31,0,0,0,5,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,68,0,0,0,16,51,71,0,0,0,11,20,35,0,0,0,11,20,35,0,0,3,47,64,112,242,245
ILOC50800101,12,8,22,17,4,22,0,0,0,27,20,44,81,61,143,53,54,112,5,3,3,140,116,258,41,43,88,15,18,31,0,0,0,57,62,117,0,0,0,0,3,0,0,0,0,3,3,5,0,0,3,0,0,0,0,0,0,3,0,3,0,0,7,4,0,4,0,0,0,10,0,10,5,3,8,9,10,17,0,0,0,14,12,23,0,0,0,0,0,0,0,0,0,0,0,0,6,5,20,14,15,25,0,0,0,26,23,45,0,0,0,0,4,7,0,0,0,0,3,6,0,0,0,3,7,9,0,0,0,3,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,14,22,0,0,0,8,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,27,40,0,0,0,12,35,49,0,3,4,0,7,5,0,0,0,3,4,10,69,78,149,30,36,62,128,138
ILOC50800102,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,0,0,0,0,0,0,6,7,15,6,5,12,0,0,0,0,0,0,6,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50800103,3,9,17,0,0,0,0,0,0,3,9,17,16,21,34,0,0,0,0,0,0,16,21,34,10,18,31,0,0,0,0,0,0,10,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,31,0,0,0,3,0
ILOC50800201,3,0,4,0,0,0,0,0,0,3,4,6,11,7,18,9,6,16,0,0,0,19,20,37,4,10,7,4,0,4,0,0,0,10,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,3,8,8,14,3,8,13,51,58
ILOC50800202,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,5,9,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0
