ILOC_CODE_2016,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
ILOC10300403,3,12,3,15,0,5,0,10,16,25,5,43,7,9,0,19,12,12,0,25,3,0,0,6,9,3,14,29,49,71,27,141,12,21,0,31,3,4,0,13,27,25,0,52,5,7,0,11,3,13,0,15,3,0,0,3,12,3,21,28,54,78,23,154,14,32,3,49,4,18,0,19,36,49,4,96,14,16,0,33,14,25,0,39,4,0,0,8,17,6,36,61,104,152,44,296
ILOC10300501,80,1566,21,1671,50,491,11,548,129,2154,24,2309,59,677,14,753,56,616,10,679,4,25,0,27,64,411,422,896,435,5930,514,6882,94,1857,13,1966,54,410,8,475,148,2267,22,2439,72,781,9,868,44,586,8,633,5,12,0,18,44,513,435,994,463,6422,502,7384,170,3421,37,3635,101,904,14,1026,281,4415,52,4749,135,1455,23,1617,101,1201,15,1316,5,32,0,38,102,924,862,1889,897,12354,1015,14269
ILOC10300502,3,170,3,173,4,62,0,59,12,155,6,178,13,60,0,70,10,44,0,55,0,3,0,6,22,28,104,157,68,526,114,706,6,188,3,201,8,42,0,50,26,104,4,134,6,21,0,26,8,13,0,19,0,0,0,0,8,8,90,96,56,381,100,536,14,356,9,378,6,99,0,109,43,264,7,318,13,86,0,101,18,53,0,74,4,3,0,4,29,33,193,256,123,899,210,1236
ILOC10300503,7,29,3,32,3,4,0,4,26,17,0,45,11,16,0,24,7,21,0,27,0,0,0,0,6,9,14,33,58,90,21,170,14,17,3,38,6,3,0,8,20,25,0,45,5,13,0,17,3,10,0,12,0,0,0,0,7,4,13,30,61,71,20,152,19,45,3,67,9,9,0,15,49,45,0,89,19,28,0,39,12,26,0,42,0,0,0,0,19,14,28,65,122,161,39,323
ILOC10300504,16,21,0,32,12,3,0,17,38,9,0,50,30,3,0,30,32,13,0,43,0,0,0,0,24,0,8,38,147,49,11,211,12,26,0,37,18,6,0,15,38,13,0,53,33,0,0,35,22,4,3,34,0,0,0,0,24,0,8,31,149,50,7,211,24,45,0,73,28,5,0,31,80,25,0,108,61,4,0,69,53,16,5,71,0,0,0,0,51,3,18,64,301,101,18,425
ILOC10300601,8,30,0,36,9,6,0,14,20,23,0,47,12,12,0,20,19,14,0,31,0,3,0,3,3,0,3,13,68,91,10,167,14,32,0,42,3,7,0,7,31,26,0,56,12,10,0,16,11,11,0,24,0,0,0,0,7,0,5,15,68,78,4,153,21,58,0,74,8,16,0,18,47,51,0,99,24,14,0,40,27,25,0,51,0,3,0,3,10,3,12,26,132,172,16,323
ILOC10300602,0,0,0,3,4,0,0,4,3,0,0,3,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,14,0,0,17,0,0,0,0,6,0,0,6,7,0,0,7,3,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,24,0,0,24,3,0,0,3,11,0,0,11,12,0,0,12,8,0,0,8,13,0,0,13,0,0,0,0,0,0,0,0,43,0,0,42
ILOC10300603,19,121,0,141,13,24,0,33,42,124,0,170,19,40,0,56,16,44,0,66,3,10,0,10,10,30,73,114,126,384,82,593,32,151,3,183,17,19,0,37,41,96,4,144,22,30,0,57,12,29,3,40,9,3,0,10,11,18,69,95,151,348,74,569,53,270,3,321,30,46,0,76,86,222,5,312,47,69,0,111,34,67,3,109,9,8,0,24,20,50,140,214,275,732,156,1160
ILOC10300605,42,114,3,165,28,14,0,45,59,59,5,124,28,29,0,60,35,23,0,59,9,0,0,13,26,12,53,95,224,262,66,544,49,117,3,170,37,15,0,55,100,51,4,152,41,21,0,59,21,10,0,33,3,3,0,3,29,9,66,103,280,221,76,577,89,240,6,334,58,32,3,98,159,107,10,277,69,45,0,114,59,32,0,90,11,5,0,16,63,18,116,193,502,477,138,1125
ILOC10300607,8,322,7,337,18,55,3,68,43,320,3,366,23,111,0,127,23,90,0,118,4,3,0,10,4,48,144,191,119,944,150,1221,14,315,8,339,11,63,0,76,29,193,3,226,18,56,0,77,17,43,0,60,0,0,0,0,0,29,103,133,95,702,112,909,28,635,13,677,29,112,0,147,70,512,5,591,43,165,0,205,44,131,0,180,4,6,0,11,7,75,240,326,220,1650,264,2134
ILOC10400101,10,124,0,137,3,47,0,45,16,174,3,188,7,54,0,65,9,34,0,43,5,0,0,5,4,27,98,129,56,456,99,616,11,162,0,173,11,33,0,36,18,154,4,172,3,49,0,53,7,21,0,26,0,0,0,0,3,11,76,87,55,420,76,548,27,289,0,316,13,73,0,86,36,320,8,365,16,104,0,116,17,51,0,68,7,4,0,7,6,35,166,209,112,881,180,1165
ILOC10400102,60,2422,7,2488,19,392,7,419,49,1922,25,2003,20,540,8,571,19,361,11,392,0,11,0,14,14,284,417,710,191,5934,475,6600,62,2699,14,2770,25,419,7,450,78,2225,16,2321,27,678,3,709,18,406,3,427,3,29,0,30,22,371,492,881,231,6818,544,7592,121,5119,18,5258,42,809,14,866,131,4143,48,4324,54,1213,14,1281,45,765,16,821,3,44,0,51,33,650,905,1596,427,12747,1014,14191
ILOC10400103,65,4037,23,4127,18,520,0,541,59,2196,23,2269,10,472,7,486,3,310,0,319,3,18,0,19,6,229,472,710,156,7784,528,8471,73,4556,26,4656,12,519,5,537,48,2489,20,2552,17,533,7,556,8,322,3,333,0,8,0,13,3,296,459,759,160,8738,516,9416,134,8596,49,8781,36,1042,8,1077,99,4687,36,4822,30,1007,9,1046,9,636,7,650,0,33,0,33,9,521,939,1472,319,16521,1043,17882
ILOC10400201,78,5946,54,6078,17,777,12,807,57,2449,26,2535,9,476,6,488,14,267,5,292,0,34,3,36,3,325,1511,1838,185,10274,1624,12079,93,6987,92,7171,18,759,7,780,51,2523,21,2598,9,464,9,480,7,297,3,306,3,15,3,17,7,328,1546,1882,193,11367,1686,13239,173,12927,143,13251,32,1537,17,1590,111,4976,49,5133,22,938,16,976,22,565,9,595,6,46,4,58,16,653,3058,3723,370,21645,3305,25321
ILOC10400301,91,1688,15,1795,40,530,7,569,134,2470,19,2627,57,740,9,804,40,492,4,540,0,24,0,24,17,285,382,683,379,6231,433,7050,109,2145,9,2261,46,512,6,563,142,2529,25,2693,76,926,11,1017,37,520,4,562,3,28,0,28,28,380,441,855,439,7036,496,7969,198,3832,31,4060,87,1040,7,1134,274,4999,43,5319,139,1665,24,1819,76,1018,6,1097,3,56,0,54,46,668,825,1529,818,13267,931,15021
ILOC10400302,80,2346,21,2451,36,571,8,617,156,2918,31,3101,33,695,7,743,32,375,3,412,3,19,0,19,269,810,615,1692,606,7749,684,9033,100,2996,17,3110,48,530,8,580,128,2590,33,2753,47,691,11,752,27,347,5,375,3,13,0,14,8,221,624,853,359,7384,702,8445,181,5340,43,5560,83,1102,14,1198,286,5510,55,5850,82,1391,17,1495,57,721,6,787,5,32,0,34,274,1028,1243,2543,964,15125,1384,17480
ILOC10400303,67,1013,18,1092,26,322,8,356,119,1887,17,2031,52,568,11,629,32,323,3,360,0,13,0,13,15,181,260,458,316,4300,318,4931,73,1239,11,1326,31,250,7,285,101,1748,11,1865,43,703,12,757,36,346,11,391,0,7,0,7,15,200,305,522,301,4498,362,5155,135,2255,27,2421,59,575,9,643,225,3639,34,3895,94,1276,19,1387,67,668,18,750,0,25,0,22,34,378,571,978,614,8802,679,10088
ILOC10400401,3,41,0,45,0,11,0,11,7,58,0,70,8,7,0,17,7,21,0,30,0,0,0,0,3,6,22,34,25,148,22,199,3,38,0,42,0,3,0,6,19,28,0,50,4,14,0,20,6,7,0,16,0,3,0,3,4,3,18,20,36,98,17,156,6,82,0,86,0,13,0,17,23,87,0,113,15,23,0,37,17,25,0,42,0,0,0,0,4,9,37,54,61,248,40,351
ILOC10400402,12,510,8,531,5,131,4,136,45,756,8,811,11,230,0,245,5,170,3,181,0,11,0,11,3,74,209,288,89,1877,233,2196,25,640,8,674,7,119,0,132,43,626,8,676,22,184,0,202,8,93,0,104,0,6,0,6,3,42,174,218,108,1726,187,2016,34,1159,13,1203,14,249,4,270,93,1387,12,1488,34,409,3,448,15,265,3,284,0,20,0,20,8,118,384,511,196,3606,420,4215
ILOC10400403,124,2505,24,2651,45,488,12,548,155,2819,23,2996,61,806,15,879,44,609,15,670,3,40,0,41,94,471,525,1092,528,7739,609,8875,163,2872,19,3054,64,502,4,575,195,3170,48,3413,72,832,12,913,41,609,5,658,3,31,0,31,31,450,519,1001,573,8465,615,9653,292,5373,45,5705,112,994,19,1115,353,5985,70,6411,133,1640,29,1799,86,1221,20,1329,5,67,0,73,126,927,1044,2094,1102,16202,1224,18527
ILOC10400404,18,838,0,857,5,143,3,150,30,748,13,793,6,226,4,237,7,137,3,147,0,3,0,7,5,87,167,257,73,2181,188,2445,19,861,15,895,12,165,0,185,28,862,12,908,8,268,3,277,7,128,3,145,0,3,0,3,5,103,158,267,92,2397,186,2668,34,1702,11,1751,23,309,3,337,57,1614,24,1699,18,485,7,511,15,266,9,288,0,7,0,6,12,193,326,525,163,4580,370,5115
ILOC10400405,51,1735,15,1798,15,348,8,369,68,2122,36,2221,31,650,9,691,18,436,16,471,0,14,0,16,17,228,419,669,207,5531,503,6236,53,2006,26,2079,21,400,8,426,79,2054,29,2161,10,556,9,581,18,322,4,344,3,13,0,9,16,248,422,680,192,5588,503,6286,98,3738,43,3881,36,747,10,797,145,4172,68,4382,42,1213,16,1275,37,753,26,815,0,22,0,30,33,475,839,1347,397,11117,1002,12518
ILOC10400501,34,1777,22,1831,10,321,7,338,53,1379,21,1456,14,434,4,455,12,232,4,245,0,11,4,10,4,176,287,467,135,4325,343,4802,51,2260,30,2346,9,296,3,310,40,1355,12,1415,15,386,10,408,8,218,7,237,0,13,0,13,6,185,296,486,132,4713,361,5209,85,4038,51,4179,20,617,12,643,100,2737,30,2868,30,815,9,859,23,451,10,483,0,18,4,25,10,357,590,957,264,9038,710,10007
ILOC10400502,13,53,3,70,7,12,0,19,18,101,0,119,7,38,0,44,10,20,3,31,6,0,0,6,12,15,18,40,66,243,25,331,15,78,0,93,6,11,0,15,30,106,6,136,14,27,0,41,5,23,0,30,0,0,0,0,7,17,16,42,72,257,24,352,27,132,5,161,12,22,0,33,49,206,3,257,16,70,0,83,14,44,4,62,7,0,0,9,13,31,34,76,137,502,49,684
ILOC10400503,235,8346,61,8637,72,1424,11,1497,250,6034,68,6350,89,1614,10,1708,71,1066,15,1149,6,141,0,148,50,727,1515,2293,760,19347,1672,21780,285,9434,65,9785,77,1426,9,1511,282,6451,67,6803,120,1570,22,1706,51,953,12,1016,12,162,3,174,50,902,1545,2504,879,20893,1727,23496,521,17778,125,18418,144,2845,19,3008,533,12489,135,13153,207,3181,29,3418,123,2018,29,2166,13,301,5,317,100,1628,3059,4790,1637,40239,3402,45277
ILOC10400504,15,260,4,273,6,53,0,59,12,359,6,381,10,118,0,128,7,106,0,110,0,3,0,3,10,49,84,140,52,953,91,1095,19,322,0,343,7,64,0,71,22,380,6,407,13,157,0,166,13,99,0,109,0,0,0,0,6,77,79,155,82,1091,87,1258,32,581,4,620,12,118,0,128,38,743,8,788,18,272,0,299,17,200,0,215,0,4,0,6,17,125,157,298,135,2041,178,2358
ILOC10400505,30,1169,16,1216,8,230,0,242,43,1236,25,1304,13,333,6,354,11,218,3,231,3,13,0,14,5,109,246,360,109,3312,296,3720,30,1344,16,1394,13,234,3,242,41,1145,16,1206,12,306,7,327,7,124,3,133,0,5,0,5,0,105,224,329,106,3261,268,3634,60,2513,34,2609,21,462,4,485,85,2377,42,2501,21,643,8,679,21,340,4,367,3,19,0,20,5,210,468,688,214,6573,563,7349
ILOC10400506,42,610,0,655,15,140,4,155,45,677,7,734,19,261,4,283,19,175,4,192,0,7,0,7,17,176,152,342,148,2044,173,2372,50,698,6,753,20,141,3,166,52,783,10,849,28,317,9,354,21,175,5,200,0,8,0,8,22,190,162,373,193,2306,195,2699,92,1306,12,1405,33,285,10,325,102,1458,22,1579,51,580,7,638,37,349,7,390,3,11,0,14,36,371,310,715,344,4350,366,5070
ILOC10400507,59,1914,12,1988,22,392,5,417,89,1686,9,1793,37,473,0,514,31,294,3,331,0,9,0,9,21,182,261,464,260,4956,301,5514,76,2397,13,2483,29,382,3,419,102,1839,19,1962,40,537,3,584,29,319,9,359,0,14,0,17,14,222,257,488,298,5717,308,6318,131,4307,31,4468,53,773,8,833,196,3531,37,3756,80,1013,4,1097,60,620,14,687,0,27,0,24,35,405,513,954,554,10671,605,11826
ILOC10400601,23,950,11,981,12,205,3,222,46,1306,20,1372,19,319,0,335,23,191,5,222,0,7,0,9,3,111,223,340,124,3086,263,3474,30,1278,17,1327,16,190,3,212,48,1129,11,1192,17,264,4,287,13,158,0,168,0,7,0,7,8,121,217,339,125,3150,256,3528,57,2229,22,2307,25,401,11,430,95,2433,30,2559,32,584,7,620,37,351,4,394,0,14,0,13,11,229,433,680,249,6235,517,7001
ILOC10400602,24,514,0,542,5,107,3,111,41,667,3,713,17,214,3,242,13,165,3,177,0,6,0,8,5,64,119,188,107,1743,131,1985,34,612,7,644,12,92,3,107,38,640,8,690,16,228,3,249,21,132,3,160,0,4,0,4,11,102,120,227,130,1812,144,2084,61,1124,7,1193,16,201,3,222,83,1309,16,1404,37,444,5,484,26,304,4,337,0,9,0,10,14,169,240,419,239,3552,277,4064
ILOC10400701,197,13113,98,13409,31,1516,13,1555,141,6600,50,6795,38,1453,14,1505,17,630,11,659,3,52,0,57,14,740,1045,1795,446,24097,1226,25770,194,14077,94,14371,23,1421,15,1458,137,7715,59,7912,47,1877,16,1937,18,843,10,873,3,50,0,53,22,957,1181,2157,446,26941,1377,28769,398,27190,192,27782,57,2935,25,3019,279,14309,116,14703,86,3327,25,3441,39,1466,21,1526,7,102,0,109,34,1701,2230,3956,886,51042,2610,54538
ILOC10400702,299,16252,105,16651,115,2349,17,2482,307,10200,109,10620,123,2527,31,2685,68,1386,26,1486,10,121,3,132,72,1218,1961,3248,990,34055,2261,37307,375,17875,123,18375,92,2119,19,2228,344,10971,104,11416,100,3005,35,3143,69,1600,33,1707,4,116,0,125,59,1500,2014,3577,1039,37186,2335,40562,671,34123,231,35028,207,4465,41,4716,648,21169,208,22030,231,5530,73,5828,141,2993,63,3190,8,241,4,252,127,2719,3979,6826,2028,71242,4600,77869
ILOC10400801,59,1991,17,2070,29,399,7,437,86,2418,31,2536,36,697,8,735,34,446,8,485,0,23,0,22,19,280,393,689,258,6245,474,6986,66,2176,19,2266,31,399,5,432,97,2342,34,2465,31,707,14,744,9,322,3,336,0,17,0,13,11,267,350,628,240,6224,420,6883,128,4172,36,4338,56,793,16,865,179,4761,62,5001,65,1396,18,1483,44,764,10,819,0,39,0,41,30,547,742,1317,501,12471,896,13865
ILOC10400802,50,1590,12,1656,20,333,7,353,69,1606,13,1687,43,536,9,591,24,301,7,328,0,17,0,17,8,210,352,575,211,4600,390,5205,51,1717,12,1778,17,316,0,334,82,1949,12,2038,46,667,8,724,28,300,3,329,4,19,0,19,10,253,416,680,236,5228,447,5907,96,3311,27,3431,33,644,7,689,156,3554,21,3725,90,1207,15,1309,47,598,9,654,4,36,0,34,22,461,765,1253,442,9823,843,11108
ILOC10400803,19,574,0,598,13,144,3,157,16,853,10,879,21,338,0,354,9,217,0,228,0,6,0,6,11,149,173,332,90,2281,190,2559,12,598,3,613,7,168,0,171,26,1007,13,1045,23,395,8,421,11,218,3,231,0,4,3,10,6,182,184,374,81,2573,208,2868,27,1177,7,1210,21,312,3,334,47,1861,20,1924,47,729,8,778,21,441,4,466,0,15,3,19,18,331,361,705,174,4858,399,5426
ILOC10400901,62,525,4,595,23,138,0,162,97,638,13,745,39,240,10,289,32,191,4,224,0,8,0,8,38,163,248,445,298,1895,278,2471,72,640,5,718,46,119,0,169,118,735,12,866,77,272,5,355,37,205,3,248,0,3,0,10,40,217,277,536,387,2191,310,2888,132,1166,13,1307,69,255,7,334,209,1382,28,1617,116,504,15,638,73,393,10,471,3,11,0,14,77,381,525,975,688,4092,587,5360
ILOC10400902,52,1321,13,1383,32,301,4,332,79,1652,16,1746,32,552,10,594,35,390,10,438,0,21,0,18,216,478,379,1069,438,4700,437,5581,68,1544,19,1627,20,257,6,283,77,1619,18,1718,24,487,5,511,21,312,10,342,0,8,0,9,38,182,352,572,247,4407,411,5061,115,2862,29,3010,48,550,11,617,154,3269,32,3458,56,1037,22,1108,54,703,21,773,0,26,0,28,247,658,730,1639,688,9104,850,10638
ILOC10400903,18,79,0,95,0,13,0,15,13,123,3,138,7,45,3,53,6,29,0,41,3,4,0,4,3,15,30,48,41,303,39,385,9,97,0,103,6,16,0,22,15,86,0,103,12,34,0,41,9,15,0,26,0,0,0,0,3,12,25,37,49,254,34,337,25,169,3,196,8,36,3,40,23,207,3,236,16,74,3,93,21,49,3,69,4,4,0,5,7,28,61,90,96,566,71,729
ILOC10400904,32,222,0,252,19,51,0,75,53,290,3,350,34,81,0,110,15,53,0,71,4,3,0,6,11,37,89,135,170,742,94,1011,49,264,3,319,21,37,4,64,71,285,6,366,30,77,0,113,28,52,0,82,0,7,0,8,14,24,95,132,221,753,105,1080,84,486,4,573,43,92,3,138,125,580,9,710,67,157,4,225,48,111,0,151,7,4,0,14,24,62,181,270,396,1493,201,2092
ILOC10400905,18,554,3,577,7,123,0,132,18,703,11,725,4,244,3,259,6,151,0,164,3,5,0,3,7,85,102,198,63,1868,126,2054,31,606,4,637,4,119,0,128,27,777,0,801,10,222,4,237,10,133,3,146,3,6,0,4,15,87,118,216,92,1945,131,2172,46,1158,6,1212,10,247,0,256,43,1481,10,1531,20,467,5,490,15,285,3,306,4,8,0,13,19,172,221,410,158,3814,253,4222
ILOC10401001,5,949,8,965,7,215,3,225,28,1141,22,1190,14,302,6,321,11,263,4,282,0,10,0,10,4,113,314,434,82,2988,355,3427,24,1085,11,1120,7,214,3,222,36,1025,23,1081,10,244,3,257,6,203,4,217,0,9,0,9,9,126,260,395,94,2913,300,3314,33,2033,18,2081,15,433,3,453,67,2166,45,2274,23,545,5,576,24,472,6,501,0,24,0,24,15,237,576,828,178,5903,660,6739
ILOC10401002,10,45,0,50,0,8,0,13,9,69,3,78,11,16,0,27,4,14,0,20,0,0,0,0,0,6,13,19,31,161,18,205,4,56,0,61,4,6,0,14,14,52,0,68,7,15,0,19,6,6,0,7,0,0,0,0,0,9,18,26,27,149,19,192,16,97,0,116,5,18,0,27,18,124,5,139,10,31,0,49,11,18,0,27,0,0,0,0,0,16,30,46,59,310,29,402
ILOC10401101,182,8515,48,8742,73,1591,5,1673,237,7901,46,8185,96,2180,25,2301,60,1039,11,1111,6,50,0,58,39,753,872,1666,693,22028,1012,23736,233,9592,56,9889,72,1263,3,1343,270,8208,57,8537,95,2604,27,2730,58,1178,10,1250,4,51,3,58,35,958,898,1887,772,23867,1055,25688,416,18111,104,18630,146,2857,17,3012,508,16113,108,16722,190,4792,48,5029,119,2218,22,2363,12,105,4,114,78,1712,1768,3558,1468,45890,2068,49425
ILOC10401102,276,12218,41,12533,85,1857,13,1955,310,9178,66,9547,89,2237,22,2344,53,1146,11,1211,6,89,0,94,32,728,1011,1770,843,27456,1160,29455,327,13787,56,14174,80,1541,8,1628,311,9493,58,9869,92,2724,30,2840,43,1263,23,1334,0,86,0,95,25,968,935,1928,877,29870,1112,31863,603,26002,101,26707,163,3398,17,3584,621,18676,124,19419,179,4960,47,5186,96,2411,35,2542,7,175,3,191,50,1703,1943,3697,1719,57330,2268,61318
ILOC10401103,187,7284,38,7510,88,1382,7,1481,277,6852,46,7178,99,1921,22,2048,60,1050,12,1122,9,66,0,77,28,773,813,1612,755,19333,938,21029,238,8310,35,8584,74,1291,12,1376,278,7021,65,7362,104,2126,17,2252,40,1011,17,1074,4,55,0,62,28,1036,818,1882,772,20856,960,22588,428,15594,67,16087,162,2678,19,2859,560,13871,110,14536,207,4055,38,4298,107,2063,22,2190,12,126,3,141,57,1805,1637,3497,1526,40190,1895,43614
ILOC10401201,65,1813,11,1893,17,269,0,288,83,1306,11,1399,36,323,0,357,18,246,4,265,0,16,0,16,12,126,309,446,226,4094,334,4656,76,2102,12,2195,27,294,3,318,81,1633,25,1737,30,381,10,415,19,274,0,293,3,8,0,14,24,163,362,550,260,4852,409,5520,149,3908,26,4086,37,560,3,604,162,2938,38,3136,61,703,11,771,33,515,4,553,3,26,0,29,38,289,670,992,488,8942,746,10172
ILOC10401202,36,1432,7,1480,14,212,0,229,55,990,7,1051,24,273,3,306,13,181,0,198,0,15,0,16,7,81,283,369,152,3191,306,3648,50,1627,11,1687,9,236,0,241,52,1041,9,1097,16,242,3,260,14,199,3,217,0,7,0,7,10,83,251,348,145,3435,275,3860,86,3060,22,3167,20,445,0,470,104,2030,10,2149,42,516,11,569,31,382,7,414,0,27,0,23,15,164,540,718,301,6624,587,7509
ILOC10401203,40,1211,3,1260,6,160,0,170,34,898,6,934,24,242,5,270,9,143,0,157,3,14,0,19,3,82,264,352,118,2756,284,3155,49,1414,3,1471,20,189,0,206,46,927,7,977,11,200,3,215,12,186,0,195,0,15,0,15,5,105,271,385,144,3027,294,3464,92,2625,11,2734,25,350,3,377,81,1817,17,1915,34,443,8,483,19,328,0,352,3,28,0,30,3,189,538,736,256,5786,580,6617
ILOC10401204,43,1932,19,1994,4,315,3,324,37,1351,12,1399,8,305,3,318,11,222,3,235,0,12,0,12,11,120,403,537,112,4249,449,4817,56,2150,24,2232,9,306,3,316,32,1290,16,1342,8,207,0,213,9,117,3,127,0,10,0,13,9,119,408,534,115,4199,458,4776,102,4082,48,4228,17,615,11,639,70,2640,29,2736,11,516,5,529,12,342,5,362,0,23,0,20,14,243,810,1071,228,8449,908,9590
ILOC10401301,289,9754,61,10100,117,1965,14,2091,392,9217,66,9673,131,2231,23,2387,95,1118,16,1227,7,74,0,83,46,670,1274,1983,1073,25032,1450,27554,379,11733,59,12174,120,1759,19,1899,441,9187,74,9699,135,2609,19,2756,72,1197,21,1294,3,67,0,67,55,774,1263,2091,1206,27323,1451,29981,674,21489,116,22279,234,3728,33,3994,829,18404,136,19377,263,4834,41,5139,168,2316,41,2520,15,137,3,153,96,1443,2535,4076,2276,52360,2908,57543
ILOC10401401,212,11595,50,11860,45,1101,6,1155,182,4367,39,4593,62,964,4,1031,28,564,4,606,6,76,4,77,36,713,1222,1969,571,19389,1340,21294,244,12208,44,12502,50,903,8,955,170,4208,22,4404,63,1067,12,1140,28,653,13,694,0,91,4,100,19,794,1067,1878,576,19920,1167,21659,454,23807,99,24358,94,2004,14,2109,354,8576,60,8993,127,2033,19,2174,55,1224,21,1295,4,165,6,176,51,1503,2288,3849,1142,39306,2504,42958
ILOC10401402,183,8015,39,8236,66,1090,3,1159,198,5314,33,5540,82,1474,10,1564,44,800,4,847,8,82,0,90,11,566,591,1174,585,17348,681,18608,282,8671,40,8992,58,917,8,985,220,5252,40,5510,89,1853,11,1945,49,914,10,967,0,117,0,117,24,785,575,1386,722,18508,687,19913,463,16687,72,17226,125,2010,13,2147,414,10573,73,11053,168,3323,25,3512,91,1718,14,1823,10,195,0,207,38,1353,1166,2562,1304,35856,1367,38519
ILOC10401403,222,10977,34,11235,44,1104,7,1155,156,4731,41,4928,54,1133,11,1196,39,705,3,745,3,75,3,86,12,642,669,1322,532,19372,772,20670,244,11737,49,12029,36,955,4,996,181,5071,45,5291,59,1339,19,1411,26,814,3,852,7,110,0,112,20,957,636,1612,571,20975,759,22303,465,22710,90,23267,82,2063,11,2152,334,9802,88,10223,106,2471,27,2606,70,1521,6,1595,7,188,3,196,36,1599,1303,2937,1094,40344,1529,42969
ILOC10401501,82,3220,23,3326,24,705,7,736,109,3529,34,3667,30,1121,11,1157,29,590,9,631,0,14,0,16,19,420,653,1088,290,9594,742,10630,97,3891,31,4018,30,673,14,714,81,3630,27,3737,29,1014,9,1051,12,457,10,480,0,21,0,23,17,456,614,1086,267,10141,697,11105,179,7114,52,7345,53,1372,24,1442,190,7157,59,7407,64,2135,23,2215,40,1053,23,1113,0,36,0,35,32,879,1264,2176,561,19734,1438,21734
ILOC10401502,146,6717,49,6910,52,1143,13,1207,173,4627,49,4842,64,1239,12,1316,33,754,10,802,0,49,0,50,11,568,974,1559,483,15103,1108,16691,191,7503,46,7749,60,1181,9,1240,183,5674,74,5933,41,1501,20,1561,29,846,15,893,3,44,0,47,23,873,1017,1915,543,17621,1184,19341,342,14221,93,14662,112,2323,18,2450,362,10303,118,10781,108,2740,29,2874,62,1603,34,1689,9,93,0,96,38,1439,1995,3474,1024,32720,2289,36027
