ILOC_CODE_2016,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
ILOC69499494,7,139,3,141,3,29,0,32,12,108,0,125,4,27,0,32,3,16,0,19,0,0,0,0,11,58,64,130,29,377,68,475,5,146,0,149,3,23,0,27,6,72,0,79,0,16,0,18,0,15,0,12,0,0,0,0,5,21,33,57,17,297,33,343,6,282,3,296,6,51,0,59,12,185,0,203,3,44,0,50,3,29,0,32,0,3,0,3,11,83,96,187,49,679,96,825
ILOC69799797,0,17,0,18,0,8,0,8,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,46,3,49,0,11,0,11,0,3,3,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,18,0,24,0,25,0,9,3,10,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,65,4,73
ILOC70100101,49,545,9,601,29,178,0,204,37,243,4,283,7,50,0,65,23,37,0,66,5,6,0,10,31,25,184,239,183,1094,204,1476,57,706,3,768,27,137,3,164,56,172,3,240,23,34,0,61,35,22,3,61,7,3,0,12,45,25,172,242,250,1104,185,1540,108,1254,16,1370,51,315,3,376,99,419,8,522,33,88,0,123,64,64,5,131,15,6,0,22,75,55,350,478,441,2199,385,3021
ILOC70100102,49,638,4,688,31,152,5,189,30,228,3,258,18,60,3,76,13,38,3,57,6,0,0,3,15,22,199,233,158,1134,217,1504,67,805,8,882,39,121,3,166,60,160,5,223,25,33,0,59,24,30,4,59,12,0,0,10,20,27,197,242,246,1180,210,1639,115,1441,10,1566,67,275,8,349,84,387,11,481,40,90,3,133,41,70,6,118,13,3,0,22,39,43,394,475,402,2315,428,3144
ILOC70100103,13,212,3,222,7,79,0,83,11,120,3,136,14,36,4,50,14,19,0,40,9,0,0,8,18,22,99,134,84,479,106,672,11,255,5,276,11,72,0,85,21,115,4,138,7,16,0,22,19,23,0,41,22,3,0,25,11,14,94,118,96,495,108,704,25,468,9,498,21,149,0,167,30,237,11,275,22,47,4,67,37,42,3,81,23,3,0,27,27,32,193,253,188,976,212,1375
ILOC70100104,4,47,0,47,0,23,0,24,3,39,0,41,0,3,0,3,0,7,0,9,0,0,0,0,0,6,21,28,9,122,21,151,4,65,0,71,7,18,0,24,0,18,0,18,0,3,0,3,0,3,0,3,0,0,0,0,0,7,19,28,14,110,19,142,3,110,0,116,8,40,0,46,3,54,0,59,0,9,0,9,0,10,0,8,0,0,0,0,0,11,40,54,17,236,40,296
ILOC70100105,55,685,5,744,33,217,3,260,44,248,7,299,23,47,0,72,17,34,0,49,15,3,0,16,22,38,156,216,214,1269,174,1654,76,849,9,931,59,185,0,252,53,210,0,264,23,33,0,56,31,20,0,56,3,0,0,7,31,44,163,238,288,1347,175,1807,131,1540,14,1675,99,400,4,505,102,451,8,565,48,80,0,127,49,53,0,105,21,6,0,24,56,76,321,453,501,2610,349,3459
ILOC70100106,30,773,5,804,8,151,0,161,15,161,0,183,8,29,0,35,7,18,0,27,6,5,0,15,17,20,184,225,104,1166,195,1458,39,866,3,910,12,110,0,128,21,134,0,155,7,21,0,28,14,21,0,32,3,6,0,8,29,22,199,248,130,1172,202,1507,65,1644,11,1719,23,263,0,282,37,294,0,338,18,48,0,71,23,39,0,62,11,9,0,19,46,41,380,477,236,2339,398,2969
ILOC70100107,50,831,5,886,24,173,0,202,36,237,3,277,15,43,0,64,28,38,0,67,8,19,0,24,8,23,190,223,174,1365,204,1735,65,1072,5,1140,35,156,0,188,56,211,0,269,18,38,0,55,28,30,0,59,8,7,0,18,19,31,223,271,224,1539,234,1998,119,1899,8,2021,58,331,3,393,88,445,3,544,38,81,0,116,56,73,0,124,20,22,0,38,23,50,413,497,400,2903,435,3733
ILOC70100108,0,7,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,18,0,21,0,21,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,36
ILOC70100109,4,0,0,4,5,0,0,5,12,0,0,12,9,3,0,13,19,0,0,19,0,0,0,0,10,0,0,10,64,3,0,66,4,0,0,5,20,0,0,20,26,0,0,26,11,0,0,11,23,0,0,23,5,0,0,5,8,0,0,15,106,0,0,105,10,0,0,13,31,0,0,31,39,0,0,39,24,3,0,27,43,0,0,43,5,0,0,5,21,0,0,20,168,6,0,176
ILOC70100201,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,3,12,0,0,12,3,0,0,3,0,0,0,3,22,0,0,23,3,0,0,3,4,0,0,4,5,0,0,5,3,0,0,3,8,0,0,8,3,0,0,3,5,0,3,9,36,0,3,37,3,0,0,3,3,0,0,3,6,0,0,6,8,0,0,8,23,0,0,23,4,0,0,4,8,0,8,12,57,0,8,65
ILOC70100202,3,5,0,8,0,0,0,0,22,4,0,24,7,0,0,7,34,0,0,34,3,0,0,3,17,0,11,34,92,10,15,116,11,0,0,11,8,0,0,8,19,0,0,19,13,0,0,13,39,0,0,39,3,0,0,3,5,0,3,12,99,0,3,103,12,3,0,21,10,0,0,10,37,4,0,41,24,0,0,24,74,0,0,74,4,0,0,4,28,0,16,45,191,11,15,217
ILOC70100203,3,0,0,3,3,0,0,3,13,0,0,13,11,0,0,11,20,0,0,20,3,0,0,3,19,0,4,20,70,0,4,72,8,3,0,9,8,0,0,8,19,0,0,19,8,0,0,8,21,0,0,21,3,0,0,3,21,0,4,27,90,3,4,97,15,3,0,13,11,0,0,11,35,0,0,35,19,0,0,26,39,0,0,39,4,0,0,4,38,0,8,41,157,6,8,171
ILOC70100204,3,0,0,4,5,0,0,5,10,0,0,15,3,0,0,3,3,0,0,3,10,0,0,10,0,0,0,0,29,3,0,33,3,0,0,3,5,0,0,5,14,0,0,14,5,0,0,5,4,0,0,4,9,0,0,9,3,0,0,3,46,0,0,46,4,0,0,5,7,0,0,7,27,0,0,25,8,0,0,8,6,0,0,6,17,0,0,17,4,0,0,4,75,3,0,83
ILOC70100205,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,4,17,0,0,20,0,0,0,0,3,0,0,3,3,0,0,3,4,0,0,4,19,0,0,19,0,0,0,0,4,0,0,6,31,0,0,36,0,3,0,3,3,0,0,3,7,0,0,7,4,0,0,4,25,0,0,25,0,0,0,0,10,0,3,9,50,3,3,59
ILOC70100206,3,0,0,3,5,0,0,5,7,0,0,7,3,0,0,3,10,0,0,10,0,0,0,0,4,0,0,4,43,0,0,43,3,0,0,3,6,0,0,6,12,0,0,13,5,0,0,5,3,0,0,3,0,0,0,0,4,0,0,4,38,0,0,39,9,0,0,9,17,0,0,17,18,0,0,19,11,0,0,11,16,0,0,16,3,0,0,3,15,0,0,15,79,0,0,81
ILOC70100207,3,0,0,3,0,0,0,0,3,0,0,3,5,0,0,5,7,0,0,7,0,0,0,0,10,0,0,10,31,0,0,34,7,0,0,7,0,0,0,0,11,0,0,11,3,0,0,3,11,0,0,11,0,0,0,0,9,0,0,9,34,0,0,34,11,0,0,11,0,0,0,0,14,0,0,14,6,0,0,6,19,0,0,19,0,0,0,0,12,0,0,15,68,0,0,67
ILOC70200102,16,13,0,24,34,0,0,37,33,0,0,35,18,3,0,17,33,0,0,29,10,0,0,10,4,0,12,21,147,24,12,186,30,20,0,44,31,0,0,30,52,0,0,51,19,0,0,19,23,0,0,24,8,0,0,8,4,0,15,16,167,19,15,196,41,28,0,69,62,0,0,66,87,3,0,94,40,3,0,41,52,3,0,54,25,0,0,25,4,0,24,33,313,41,28,380
ILOC70200103,6,8,0,10,10,0,0,9,17,11,0,28,5,5,0,13,17,0,0,16,4,0,0,4,506,45,42,592,563,70,45,674,15,14,0,29,7,4,0,10,16,0,0,13,3,0,0,5,13,0,0,13,0,0,0,0,70,6,35,112,131,29,41,192,17,25,3,45,11,4,0,15,31,11,0,42,10,4,0,18,27,0,0,33,8,0,0,8,579,54,80,706,686,95,80,863
ILOC70200104,5,0,0,4,6,3,0,3,8,3,0,13,7,0,0,7,13,0,0,12,14,0,0,14,22,0,4,28,71,10,4,80,13,3,0,14,4,0,0,4,3,0,0,3,7,0,0,14,16,0,0,16,16,0,0,16,22,0,3,23,86,5,3,92,15,7,0,24,8,3,0,11,9,3,0,17,18,0,0,19,33,0,0,33,24,0,0,24,48,0,3,52,154,11,3,176
ILOC70200201,17,3,0,20,7,0,0,11,37,3,0,44,15,0,0,15,28,3,0,33,20,0,0,20,12,6,9,24,132,15,9,156,18,8,0,22,15,0,0,15,45,0,0,45,11,0,0,11,34,0,0,34,28,0,0,28,15,0,3,14,154,8,3,168,28,16,0,45,19,0,0,26,80,3,0,86,23,0,0,23,57,3,0,61,53,0,0,53,22,10,11,40,292,26,11,323
ILOC70200301,3,4,0,4,0,5,0,5,3,3,0,6,0,3,0,3,7,3,0,13,8,0,0,8,0,0,6,10,26,15,6,48,4,7,0,14,3,0,0,4,3,4,0,5,6,0,0,6,20,0,0,20,9,0,0,9,0,0,0,0,38,13,0,54,3,14,0,19,3,9,0,7,5,5,0,7,6,3,0,8,26,3,0,26,19,0,0,19,0,0,6,10,60,32,6,103
ILOC70200302,0,6,0,6,3,0,0,3,3,3,0,8,0,0,0,3,3,0,0,3,0,0,0,0,3,0,0,0,8,11,0,27,0,13,0,13,3,0,0,4,0,4,0,0,3,0,0,3,7,0,0,7,0,0,0,0,0,0,3,4,18,16,3,38,0,19,0,19,8,0,0,5,3,4,0,10,7,0,0,7,6,0,0,6,0,0,0,0,5,0,4,9,28,28,4,62
ILOC70200303,0,3,0,3,3,0,0,3,5,0,0,5,15,0,0,15,27,0,0,27,5,0,0,5,0,0,0,0,65,3,0,68,3,4,0,5,3,0,0,6,6,0,0,6,15,0,0,16,36,0,0,36,3,0,0,3,10,0,4,17,81,3,4,88,6,7,0,12,4,0,0,9,16,0,0,16,29,0,0,32,67,0,0,67,14,0,0,14,14,0,4,15,149,11,4,160
ILOC70200304,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,0,0,18,0,0,0,0,4,0,0,4,27,0,0,27,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,18,0,0,18,0,0,0,0,6,0,3,8,32,0,3,38,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,4,38,0,0,38,4,0,0,4,13,0,3,13,65,0,3,63
ILOC70200305,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,37,0,0,37,0,0,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,0,3,0,0,3,13,0,0,13,50,0,0,50,3,0,0,3,0,0,0,0,67,0,0,67,3,0,0,3,0,0,0,0,3,0,0,3,13,0,0,13,89,0,0,89,7,0,0,7,0,0,0,0,115,0,0,115
ILOC70200306,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,6,22,0,0,22,0,0,0,0,0,0,0,0,38,0,0,35,0,0,0,0,0,0,0,0,6,0,0,6,4,0,0,4,27,0,0,27,7,0,0,7,0,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,11,0,0,11,9,0,0,9,47,0,0,47,5,0,0,5,0,0,0,0,74,0,0,74
ILOC70200401,6,9,0,10,6,0,0,9,5,3,0,8,11,0,0,11,11,0,0,17,9,0,0,9,5,0,7,10,54,9,7,68,3,6,0,3,12,0,0,15,13,0,0,9,11,0,0,11,10,0,0,15,9,0,0,9,6,0,3,9,58,11,3,67,8,9,0,14,17,3,0,20,18,4,0,21,22,0,0,22,24,4,0,26,14,0,0,14,5,0,9,16,106,16,9,134
ILOC70200402,0,3,0,3,0,0,0,0,0,9,0,9,0,0,0,0,0,4,0,3,0,0,0,0,3,0,14,16,3,14,14,29,0,14,0,14,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,4,15,3,21,0,14,0,14,0,0,0,0,0,9,0,9,0,0,0,0,0,4,0,3,0,0,0,0,3,3,17,23,6,35,17,54
ILOC70200501,9,6,0,12,9,4,0,12,11,4,0,13,4,0,0,4,18,0,0,18,4,0,0,4,0,3,4,4,53,14,4,72,6,11,0,18,6,0,0,7,10,3,0,17,8,3,0,8,13,0,0,13,9,0,0,9,0,0,4,6,53,18,4,77,18,15,0,33,17,4,0,18,20,6,0,27,17,3,0,17,29,0,0,25,6,0,0,6,3,3,4,11,110,35,4,148
ILOC70200502,0,19,0,14,3,3,0,9,12,14,0,24,5,6,0,10,35,3,0,33,6,0,0,6,3,0,13,24,70,46,12,124,3,15,0,14,7,5,0,11,3,3,0,6,5,0,0,5,25,0,0,25,18,0,0,18,7,0,8,15,62,28,6,93,3,29,0,31,8,9,0,21,16,17,0,32,10,6,0,21,52,3,0,59,25,0,0,25,9,0,17,36,129,72,21,221
ILOC70200503,0,5,0,10,0,0,0,0,11,0,0,16,3,0,0,3,14,0,0,14,8,0,0,8,0,0,0,0,41,3,0,49,5,4,0,12,8,0,0,8,10,0,0,10,0,0,0,0,20,0,0,20,11,0,0,11,0,0,0,0,55,4,0,60,14,10,0,19,4,0,0,4,25,0,0,28,4,0,0,4,33,0,0,33,19,0,0,19,0,0,0,0,101,9,0,112
ILOC70200601,5,0,0,4,3,0,0,3,11,0,0,14,5,0,0,5,18,0,0,18,0,0,0,0,8,0,8,10,45,4,8,58,8,8,0,11,0,0,0,0,14,0,0,11,10,0,0,10,7,0,0,7,4,0,0,4,10,0,0,9,51,9,0,58,6,4,0,15,3,3,0,3,23,3,0,24,18,0,0,18,30,0,0,30,5,0,0,5,10,0,8,17,97,9,8,116
ILOC70200602,12,4,0,12,3,0,0,3,6,3,0,6,9,0,0,7,13,0,0,19,0,0,0,0,6,0,0,6,51,5,0,53,10,4,0,13,3,0,0,4,3,0,0,3,5,0,0,5,25,0,0,25,4,0,0,4,10,0,0,10,58,3,0,65,23,5,0,25,4,0,0,9,12,3,0,14,14,0,0,16,40,0,0,45,7,0,0,7,10,0,0,10,105,13,0,121
ILOC70200701,7,14,0,20,9,0,0,12,10,3,0,15,31,0,0,33,68,0,4,70,7,0,0,7,24,0,0,24,168,21,4,191,26,20,0,48,13,3,0,12,26,3,0,25,39,0,0,39,67,0,0,67,9,0,0,9,41,0,14,47,215,27,13,255,30,32,0,65,23,4,0,26,37,3,3,38,73,0,0,74,144,0,4,144,15,0,0,15,59,0,14,77,381,44,15,446
ILOC70200801,10,24,0,27,4,0,0,3,27,6,0,28,11,0,0,15,37,3,0,39,3,0,0,4,18,0,16,36,100,36,16,149,9,21,0,28,4,3,0,4,26,4,0,26,24,0,0,25,30,0,0,35,4,0,0,4,19,0,14,35,119,31,15,160,13,45,0,57,3,3,0,7,49,5,0,56,41,3,0,41,65,4,0,70,7,0,0,8,33,0,35,69,214,62,31,315
ILOC70200802,0,33,0,32,3,9,0,11,12,11,0,16,11,0,0,10,0,3,0,8,4,0,0,4,0,3,24,22,29,56,24,106,7,41,0,39,0,3,0,3,4,8,0,13,8,0,0,8,5,0,0,5,3,0,0,3,3,0,26,25,21,54,26,104,7,70,0,72,3,10,0,13,19,15,0,34,12,0,0,14,7,3,0,11,9,0,0,8,3,3,49,51,57,105,49,209
ILOC70200901,3,3,0,3,3,0,0,0,10,0,0,10,3,0,0,3,5,0,0,5,0,0,0,0,26,0,3,24,49,7,3,51,3,3,0,9,3,0,0,3,8,0,0,8,6,0,0,6,6,0,0,6,0,0,0,0,27,0,0,32,55,3,0,60,4,7,0,13,8,0,0,5,15,0,0,16,11,0,0,11,15,0,0,13,0,0,0,0,51,0,3,56,98,11,4,111
ILOC70200902,53,241,3,300,11,36,0,50,42,57,3,95,8,20,0,23,23,6,0,30,7,0,0,9,24,10,123,160,168,376,126,674,54,242,6,301,11,19,0,32,28,42,0,63,10,8,0,21,25,0,0,24,7,0,0,10,40,13,88,139,171,323,95,591,111,487,4,599,24,58,0,86,66,92,3,159,14,32,0,45,41,10,0,56,19,0,0,16,70,21,216,300,341,701,223,1264
ILOC70201001,3,5,0,8,0,3,0,5,8,0,0,10,19,0,0,19,17,0,0,17,0,0,0,0,3,0,0,3,51,11,3,66,3,9,0,13,4,0,0,8,13,0,0,14,24,0,0,24,30,0,0,30,4,0,0,4,3,0,0,6,81,10,0,91,5,10,0,20,9,3,0,9,20,3,0,30,39,0,0,39,50,0,0,50,5,0,0,5,9,0,0,8,137,21,5,156
ILOC70201002,3,22,0,22,0,6,0,10,0,9,0,12,0,0,0,0,3,3,0,7,0,0,0,0,0,3,7,10,8,40,9,58,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,4,4,10,3,24,0,26,0,6,3,8,3,6,0,12,0,0,0,0,4,3,0,8,0,0,0,0,3,3,12,13,10,51,13,72
ILOC70201101,9,13,0,18,0,0,0,5,8,3,0,7,22,0,0,21,33,0,0,32,4,0,0,4,19,0,6,21,90,18,6,115,16,13,0,26,8,6,0,13,14,3,0,15,30,0,0,35,47,0,0,47,10,0,0,10,19,0,9,26,137,19,12,168,26,22,0,45,11,5,0,11,22,10,0,28,56,0,0,53,77,0,0,75,10,0,0,10,38,0,19,55,228,32,20,281
ILOC70201102,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,10,4,0,0,4,0,0,0,0,0,0,0,0,18,0,0,18,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,9,7,0,0,7,0,0,0,0,4,0,0,4,24,0,0,24,0,0,0,0,3,0,0,3,7,0,0,7,15,0,0,15,16,0,0,16,0,0,0,0,7,0,0,7,47,0,0,47
ILOC70201201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,14,0,0,14,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,8,0,0,0,0,4,0,0,4,16,0,0,16,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,8,0,0,8,0,0,0,0,14,0,0,14,24,0,0,24
ILOC70201202,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,7,0,0,7,3,0,0,5,19,0,0,18,3,0,0,3,7,0,0,7,3,0,0,3,0,0,0,0,3,0,0,3,10,0,0,10,3,0,0,3,27,0,0,32,7,0,0,10,5,0,0,5,6,0,0,6,0,0,0,0,3,0,0,3,14,0,0,14,3,0,3,3,46,0,3,46
ILOC70201203,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,20,0,0,20,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,11,0,0,11,23,0,0,23,10,0,0,10,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,9,18,0,0,18,39,0,0,39
ILOC70201204,6,8,0,21,4,0,0,4,24,3,0,26,14,0,0,14,37,0,0,37,23,0,0,23,4,0,4,15,107,17,4,130,11,14,0,30,4,0,0,10,26,6,0,30,8,0,0,7,57,0,0,57,20,0,0,20,7,0,4,14,138,25,4,164,20,28,0,45,12,0,0,13,46,8,0,54,18,0,0,18,94,0,0,94,42,0,0,42,11,0,8,21,243,39,8,293
ILOC70201301,14,15,0,26,0,0,0,0,9,0,0,8,18,0,0,18,39,0,0,39,16,0,0,16,14,0,0,14,102,15,0,119,17,8,0,30,5,0,0,5,14,7,0,16,18,0,0,18,55,0,0,55,11,0,0,13,29,0,0,31,150,13,0,165,28,24,0,53,5,0,0,7,22,3,0,23,37,0,0,37,101,0,0,101,23,0,0,26,47,0,3,44,251,29,3,288
ILOC70201302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC70201401,4,3,0,10,3,0,0,3,3,0,0,3,7,0,0,7,16,0,0,20,0,0,0,0,19,0,3,21,60,5,3,68,7,10,0,15,7,0,0,7,5,0,0,5,13,0,0,13,18,0,0,18,0,0,0,0,25,0,3,30,79,10,3,85,15,13,0,23,9,0,0,9,9,0,0,9,25,0,0,25,38,0,0,35,0,0,0,0,46,0,6,52,135,12,6,157
ILOC70201402,3,7,0,11,8,4,0,12,6,4,0,10,8,0,0,8,21,3,0,22,0,0,0,3,48,0,0,46,89,16,0,107,3,9,0,8,13,0,0,13,14,3,0,17,7,0,0,7,19,0,0,19,0,0,0,0,37,0,0,41,85,10,0,103,9,11,0,24,16,4,0,24,17,11,0,25,10,0,0,10,34,3,0,39,0,0,0,4,81,0,7,89,177,30,7,208
ILOC70201403,0,13,0,13,0,4,0,4,0,0,0,4,7,0,0,6,8,0,0,8,0,0,0,0,82,0,7,88,99,25,7,126,0,16,0,16,3,0,0,3,0,0,0,3,6,0,0,6,14,0,0,14,3,0,0,3,75,5,9,81,98,23,9,125,0,31,0,31,3,3,0,5,3,9,0,5,11,0,0,10,19,0,0,19,3,0,0,3,158,3,11,170,196,44,11,253
ILOC70201404,3,0,0,3,0,0,0,0,3,3,0,5,0,0,0,0,11,0,0,11,0,0,0,0,4,0,0,4,32,3,0,34,0,3,0,4,5,0,0,5,4,0,0,4,7,0,0,7,9,0,0,9,0,0,0,0,4,0,0,4,36,4,0,37,7,3,0,6,10,0,0,10,8,3,0,12,11,0,0,11,22,0,0,22,0,0,0,0,13,0,0,13,63,4,0,70
ILOC70201501,3,8,0,14,0,0,0,3,12,4,0,14,7,0,0,7,53,0,0,53,0,0,0,0,0,0,0,0,75,13,0,86,0,4,0,13,6,0,0,12,14,0,0,15,10,0,0,8,61,0,0,61,13,0,0,13,0,0,0,3,105,12,0,116,3,16,0,24,11,3,0,13,23,3,0,28,14,0,0,15,117,0,0,117,11,0,0,11,0,0,0,6,177,22,0,206
ILOC70201601,25,3,0,31,0,0,0,0,7,0,0,7,0,0,0,0,20,0,0,20,4,0,0,4,4,0,0,11,69,8,0,78,19,0,0,24,8,0,0,9,11,4,0,11,3,0,0,3,23,0,0,23,3,0,0,3,6,0,7,10,71,3,7,83,44,3,0,51,12,0,0,11,21,4,0,20,6,0,0,6,38,0,0,38,10,0,0,10,11,0,5,21,140,13,5,155
ILOC70201701,26,22,0,51,21,3,0,24,44,5,0,46,22,0,0,22,52,0,0,54,5,0,0,5,19,0,16,32,185,30,16,230,36,24,0,62,29,7,0,33,56,7,0,62,21,0,0,21,66,0,0,66,3,0,0,3,27,0,16,42,244,37,16,298,60,48,0,112,51,5,0,55,98,5,0,108,44,0,0,44,122,0,0,120,14,0,0,14,48,4,28,81,433,71,28,528
ILOC70300101,16,383,3,410,12,83,0,95,8,111,0,123,4,31,0,40,4,35,0,38,3,6,0,13,0,18,73,91,50,674,77,808,19,437,3,462,18,68,0,79,20,91,0,112,3,32,0,30,3,32,0,40,0,5,0,7,5,10,79,99,69,676,88,830,43,821,5,868,28,146,0,176,25,202,0,237,5,61,0,76,8,65,0,77,4,13,0,17,7,28,158,188,122,1347,169,1640
ILOC70300102,15,926,3,942,6,116,0,129,5,140,0,146,3,26,0,29,3,44,0,49,0,7,0,13,0,30,192,228,33,1291,204,1529,20,853,3,878,14,69,3,83,10,110,0,120,0,26,0,26,0,46,0,46,0,18,0,18,3,30,134,166,57,1148,137,1344,38,1775,6,1824,21,186,3,212,15,250,0,268,4,48,0,59,3,93,0,95,0,31,0,32,4,59,332,396,93,2441,344,2871
ILOC70300201,20,405,0,431,13,102,0,115,20,135,3,149,4,22,0,32,8,18,0,27,0,3,0,3,0,26,69,94,65,715,74,856,21,441,3,473,27,86,0,114,17,102,3,125,7,25,0,31,3,23,0,24,0,11,0,11,0,16,59,78,83,705,70,857,46,854,4,898,40,190,0,235,35,236,3,278,13,47,0,59,12,46,0,53,0,15,0,16,0,44,132,175,148,1424,144,1713
ILOC70300202,18,401,4,419,14,119,0,134,14,138,0,156,0,14,0,21,3,29,4,33,0,7,0,7,3,27,68,99,58,737,78,871,25,466,3,496,23,69,0,98,11,127,0,139,7,18,0,22,4,28,0,34,0,9,0,9,9,19,63,87,77,735,69,875,47,866,8,912,41,191,0,227,26,268,0,299,11,35,3,45,10,58,4,64,0,13,0,13,10,43,133,182,135,1467,146,1747
